subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
11,11,a,EC_only,nonword,0,tafta,negative,critical,13,1434789,1439842
11,11,a,EC_only,nonword,1,coskie,none,filler,14,1440874,1445719
11,11,a,EC_only,nonword,2,parlic,positive,control,4,1446751,1449360
11,11,a,EC_only,nonword,3,tavoo,none,filler,6,1450393,1454468
11,11,a,EC_only,nonword,4,hesire,none,filler,2,1455500,1457408
11,11,a,EC_only,nonword,5,avouco,none,filler,15,1458440,1460549
11,11,a,EC_only,nonword,6,babit,none,filler,8,1461581,1462777
11,11,a,EC_only,nonword,7,zillie,negative,critical,3,1463809,1465615
11,11,a,EC_only,nonword,8,makan,negative,control,2,1466646,1469208
11,11,a,EC_only,nonword,9,pubio,none,filler,12,1470239,1472339
11,11,a,EC_only,nonword,10,seloom,negative,critical,7,1473370,1474705
11,11,a,EC_only,nonword,11,altine,positive,critical,10,1475737,1478867
11,11,a,EC_only,nonword,12,trelle,positive,critical,9,1479899,1482270
11,11,a,EC_only,nonword,13,lobee,negative,critical,13,1483301,1484819
11,11,a,EC_only,nonword,14,roosle,positive,critical,12,1485850,1487456
11,11,a,EC_only,nonword,15,naptor,positive,critical,4,1488488,1490083
