subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
28,3,a,EC_only,nonword,0,makan,positive,control,13,1896292,1904028
28,3,a,EC_only,nonword,1,trelle,none,filler,3,1905059,1913516
28,3,a,EC_only,nonword,2,lobee,negative,critical,4,1914547,1918641
28,3,a,EC_only,nonword,3,altine,none,filler,1,1919673,1922267
28,3,a,EC_only,nonword,4,coskie,positive,critical,2,1923298,1928084
28,3,a,EC_only,nonword,5,roosle,positive,critical,18,1929115,1934346
28,3,a,EC_only,nonword,6,tavoo,none,filler,11,1935377,1942114
28,3,a,EC_only,nonword,7,pubio,none,filler,9,1943146,1946553
28,3,a,EC_only,nonword,8,naptor,none,filler,1,1947585,1953171
28,3,a,EC_only,nonword,9,zillie,negative,critical,2,1954202,1958499
28,3,a,EC_only,nonword,10,parlic,negative,control,1,1959530,1961195
28,3,a,EC_only,nonword,11,seloom,positive,critical,1,1962226,1965678
28,3,a,EC_only,nonword,12,babit,positive,critical,4,1966710,1969512
28,3,a,EC_only,nonword,13,avouco,none,filler,12,1970543,1975581
28,3,a,EC_only,nonword,14,hesire,negative,critical,9,1976612,1981115
28,3,a,EC_only,nonword,15,tafta,negative,critical,7,1982146,1984614
