subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
101,21,a,EC_only,pokemon,0,25_mittel.png,positive,critical,no,no,yes,no,1917909,1927038
101,21,a,EC_only,pokemon,1,9_mittel.png,positive,critical,no,no,yes,no,1928071,1932179
101,21,a,EC_only,pokemon,2,24_mittel.png,none,filler,yes,no,no,no,1933212,1937975
101,21,a,EC_only,pokemon,3,37_mittel.png,negative,critical,no,no,no,yes,1939009,1943940
101,21,a,EC_only,pokemon,4,39_mittel.png,none,filler,no,no,yes,no,1944973,1947153
101,21,a,EC_only,pokemon,5,18_mittel.png,none,filler,no,no,yes,no,1948187,1949367
101,21,a,EC_only,pokemon,6,22_mittel.png,positive,critical,no,no,yes,no,1950400,1951329
101,21,a,EC_only,pokemon,7,4_mittel.png,negative,critical,no,no,yes,no,1952362,1953128
101,21,a,EC_only,pokemon,8,40_mittel.png,negative,critical,no,yes,no,no,1954161,1957651
101,21,a,EC_only,pokemon,9,5_mittel.png,negative,control,no,yes,no,no,1958694,1961282
101,21,a,EC_only,pokemon,10,11_mittel.png,none,filler,yes,no,no,no,1962315,1968386
101,21,a,EC_only,pokemon,11,16_mittel.png,none,filler,no,no,yes,no,1969419,1971150
101,21,a,EC_only,pokemon,12,23_mittel.png,positive,control,yes,no,no,no,1972183,1974605
101,21,a,EC_only,pokemon,13,15_mittel.png,negative,critical,no,no,yes,no,1975639,1977383
101,21,a,EC_only,pokemon,14,10_mittel.png,positive,critical,no,no,yes,no,1978416,1979110
101,21,a,EC_only,pokemon,15,2_mittel.png,none,filler,no,no,yes,no,1980144,1981575
