subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
80,2,a,EC_subj_obj,nonword,0,parlic,none,filler,no,no,yes,no,2095978,2101406
80,2,a,EC_subj_obj,nonword,1,tafta,positive,control,no,no,yes,no,2102440,2103146
80,2,a,EC_subj_obj,nonword,2,lobee,negative,critical,no,no,yes,no,2104179,2104427
80,2,a,EC_subj_obj,nonword,3,coskie,positive,critical,no,yes,no,no,2105460,2107367
80,2,a,EC_subj_obj,nonword,4,trelle,negative,critical,no,no,no,yes,2108400,2109638
80,2,a,EC_subj_obj,nonword,5,pubio,negative,critical,no,yes,no,no,2110671,2112056
80,2,a,EC_subj_obj,nonword,6,zillie,none,filler,no,no,no,yes,2113089,2115081
80,2,a,EC_subj_obj,nonword,7,naptor,positive,critical,no,yes,no,no,2116113,2117056
80,2,a,EC_subj_obj,nonword,8,roosle,none,filler,no,no,no,yes,2118089,2120021
80,2,a,EC_subj_obj,nonword,9,babit,none,filler,no,yes,no,no,2121053,2122331
80,2,a,EC_subj_obj,nonword,10,makan,negative,control,no,yes,no,no,2123363,2124785
80,2,a,EC_subj_obj,nonword,11,seloom,positive,critical,yes,no,no,no,2125817,2127268
80,2,a,EC_subj_obj,nonword,12,hesire,none,filler,yes,no,no,no,2128300,2129241
80,2,a,EC_subj_obj,nonword,13,altine,none,filler,yes,no,no,no,2130273,2131563
80,2,a,EC_subj_obj,nonword,14,avouco,positive,critical,yes,no,no,no,2132596,2133315
80,2,a,EC_subj_obj,nonword,15,tavoo,negative,critical,yes,no,no,no,2134347,2136291
