subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
87,14,b,EC_subj_obj,nonword,0,seloom,none,filler,no,no,yes,no,2298169,2313994
87,14,b,EC_subj_obj,nonword,1,avouco,none,filler,no,no,yes,no,2315027,2320590
87,14,b,EC_subj_obj,nonword,2,zillie,positive,critical,no,no,yes,no,2321623,2322958
87,14,b,EC_subj_obj,nonword,3,naptor,negative,critical,no,yes,no,no,2323992,2327244
87,14,b,EC_subj_obj,nonword,4,makan,negative,control,no,yes,no,no,2328280,2329932
87,14,b,EC_subj_obj,nonword,5,babit,negative,critical,yes,no,no,no,2330966,2334449
87,14,b,EC_subj_obj,nonword,6,coskie,negative,critical,yes,no,no,no,2335483,2337586
87,14,b,EC_subj_obj,nonword,7,tafta,none,filler,no,no,yes,no,2338618,2340253
87,14,b,EC_subj_obj,nonword,8,tavoo,negative,critical,no,no,yes,no,2341285,2342552
87,14,b,EC_subj_obj,nonword,9,hesire,positive,critical,yes,no,no,no,2343584,2350692
87,14,b,EC_subj_obj,nonword,10,roosle,positive,critical,yes,no,no,no,2351725,2352896
87,14,b,EC_subj_obj,nonword,11,lobee,positive,control,no,no,yes,no,2353928,2355157
87,14,b,EC_subj_obj,nonword,12,pubio,none,filler,yes,no,no,no,2356200,2358413
87,14,b,EC_subj_obj,nonword,13,altine,none,filler,no,no,yes,no,2359445,2360852
87,14,b,EC_subj_obj,nonword,14,trelle,positive,critical,no,no,no,yes,2361884,2364490
87,14,b,EC_subj_obj,nonword,15,parlic,none,filler,no,no,no,yes,2365522,2366527
