subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
93,9,a,EC_only,nonword,0,hesire,none,filler,10,1595468,1599210
93,9,a,EC_only,nonword,1,tavoo,none,filler,8,1600242,1603726
93,9,a,EC_only,nonword,2,lobee,negative,critical,11,1604758,1606151
93,9,a,EC_only,nonword,3,tafta,positive,control,5,1607183,1609505
93,9,a,EC_only,nonword,4,trelle,positive,critical,10,1610538,1612199
93,9,a,EC_only,nonword,5,makan,positive,critical,10,1613231,1613828
93,9,a,EC_only,nonword,6,pubio,negative,critical,7,1614859,1617155
93,9,a,EC_only,nonword,7,avouco,none,filler,9,1618188,1619628
93,9,a,EC_only,nonword,8,babit,positive,critical,12,1620660,1623653
93,9,a,EC_only,nonword,9,zillie,negative,critical,12,1624684,1625912
93,9,a,EC_only,nonword,10,seloom,none,filler,10,1626943,1628868
93,9,a,EC_only,nonword,11,roosle,negative,control,1,1629899,1633003
93,9,a,EC_only,nonword,12,altine,negative,critical,5,1634034,1635364
93,9,a,EC_only,nonword,13,coskie,none,filler,6,1636396,1638151
93,9,a,EC_only,nonword,14,naptor,none,filler,9,1639183,1640522
93,9,a,EC_only,nonword,15,parlic,positive,critical,12,1641553,1643085
