subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
97,19,a,EC_only,pokemon,0,16_mittel.png,positive,control,no,no,no,yes,1700014,1719860
97,19,a,EC_only,pokemon,1,23_mittel.png,positive,critical,no,no,yes,no,1720893,1727655
97,19,a,EC_only,pokemon,2,15_mittel.png,none,filler,yes,no,no,no,1728688,1734400
97,19,a,EC_only,pokemon,3,10_mittel.png,none,filler,no,no,no,yes,1735435,1739271
97,19,a,EC_only,pokemon,4,2_mittel.png,none,filler,no,no,yes,no,1740304,1745134
97,19,a,EC_only,pokemon,5,11_mittel.png,negative,critical,no,no,yes,no,1746167,1747878
97,19,a,EC_only,pokemon,6,40_mittel.png,negative,critical,no,no,yes,no,1748911,1753688
97,19,a,EC_only,pokemon,7,9_mittel.png,positive,critical,no,no,yes,no,1754721,1756029
97,19,a,EC_only,pokemon,8,25_mittel.png,none,filler,no,no,yes,no,1757062,1759992
97,19,a,EC_only,pokemon,9,4_mittel.png,negative,critical,no,no,yes,no,1761025,1763274
97,19,a,EC_only,pokemon,10,37_mittel.png,none,filler,no,no,yes,no,1764307,1765503
97,19,a,EC_only,pokemon,11,18_mittel.png,none,filler,no,no,yes,no,1766545,1773801
97,19,a,EC_only,pokemon,12,22_mittel.png,negative,control,no,no,no,yes,1774835,1796868
97,19,a,EC_only,pokemon,13,24_mittel.png,positive,critical,no,no,yes,no,1797901,1799435
97,19,a,EC_only,pokemon,14,39_mittel.png,positive,critical,no,no,yes,no,1800468,1801815
97,19,a,EC_only,pokemon,15,5_mittel.png,negative,critical,no,no,yes,no,1802848,1803812
