subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
62,3,a,EC_only,nonword,0,hesire,negative,critical,no,no,yes,no,1623394,1628784
62,3,a,EC_only,nonword,1,avouco,none,filler,no,no,no,yes,1629817,1635332
62,3,a,EC_only,nonword,2,lobee,negative,critical,no,no,yes,no,1636365,1638812
62,3,a,EC_only,nonword,3,makan,positive,control,no,yes,no,no,1639845,1641751
62,3,a,EC_only,nonword,4,roosle,positive,critical,no,no,yes,no,1642784,1644396
62,3,a,EC_only,nonword,5,tavoo,none,filler,yes,no,no,no,1645429,1647458
62,3,a,EC_only,nonword,6,babit,positive,critical,no,no,yes,no,1648491,1650248
62,3,a,EC_only,nonword,7,pubio,none,filler,no,no,yes,no,1651280,1653552
62,3,a,EC_only,nonword,8,tafta,negative,critical,no,no,yes,no,1654592,1655449
62,3,a,EC_only,nonword,9,naptor,none,filler,no,yes,no,no,1656482,1658609
62,3,a,EC_only,nonword,10,zillie,negative,critical,no,no,yes,no,1659642,1660850
62,3,a,EC_only,nonword,11,altine,none,filler,yes,no,no,no,1661883,1665351
62,3,a,EC_only,nonword,12,coskie,positive,critical,no,no,yes,no,1666383,1667398
62,3,a,EC_only,nonword,13,parlic,negative,control,no,yes,no,no,1668430,1671081
62,3,a,EC_only,nonword,14,seloom,positive,critical,no,no,yes,no,1672114,1673427
62,3,a,EC_only,nonword,15,trelle,none,filler,no,no,yes,no,1674460,1675597
