subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
44,12,b,EC_subj_obj,nonword,0,pubio,negative,critical,no,no,yes,no,2263699,2267607
44,12,b,EC_subj_obj,nonword,1,makan,none,filler,no,no,yes,no,2268640,2271871
44,12,b,EC_subj_obj,nonword,2,parlic,none,filler,no,no,yes,no,2272906,2278722
44,12,b,EC_subj_obj,nonword,3,roosle,positive,critical,no,no,yes,no,2279755,2280897
44,12,b,EC_subj_obj,nonword,4,hesire,none,filler,no,no,yes,no,2281930,2282853
44,12,b,EC_subj_obj,nonword,5,seloom,none,filler,no,no,yes,no,2283887,2284858
44,12,b,EC_subj_obj,nonword,6,coskie,negative,critical,no,no,yes,no,2285891,2286673
44,12,b,EC_subj_obj,nonword,7,tafta,none,filler,no,no,yes,no,2287706,2288673
44,12,b,EC_subj_obj,nonword,8,lobee,positive,critical,no,no,yes,no,2289705,2290437
44,12,b,EC_subj_obj,nonword,9,babit,negative,critical,no,no,yes,no,2291478,2292064
44,12,b,EC_subj_obj,nonword,10,tavoo,negative,critical,no,no,yes,no,2293097,2294099
44,12,b,EC_subj_obj,nonword,11,altine,negative,control,no,no,yes,no,2295132,2297615
44,12,b,EC_subj_obj,nonword,12,trelle,positive,control,yes,no,no,no,2298647,2300545
44,12,b,EC_subj_obj,nonword,13,avouco,none,filler,no,no,yes,no,2301578,2304699
44,12,b,EC_subj_obj,nonword,14,naptor,positive,critical,no,no,yes,no,2305731,2306808
44,12,b,EC_subj_obj,nonword,15,zillie,positive,critical,no,no,yes,no,2307840,2308987
