subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
79,1,a,EC_subj_obj,nonword,0,altine,none,filler,no,no,yes,no,2446609,2453773
79,1,a,EC_subj_obj,nonword,1,seloom,positive,critical,no,yes,no,no,2454806,2460524
79,1,a,EC_subj_obj,nonword,2,babit,positive,critical,no,no,yes,no,2461557,2463197
79,1,a,EC_subj_obj,nonword,3,makan,negative,critical,no,no,yes,no,2464231,2469940
79,1,a,EC_subj_obj,nonword,4,naptor,none,filler,no,no,yes,no,2470973,2477301
79,1,a,EC_subj_obj,nonword,5,hesire,none,filler,yes,no,no,no,2478339,2479719
79,1,a,EC_subj_obj,nonword,6,pubio,positive,critical,no,no,yes,no,2480753,2483235
79,1,a,EC_subj_obj,nonword,7,roosle,none,filler,no,no,yes,no,2484268,2485473
79,1,a,EC_subj_obj,nonword,8,parlic,negative,critical,no,no,yes,no,2486506,2487074
79,1,a,EC_subj_obj,nonword,9,tavoo,negative,critical,no,no,yes,no,2488106,2489763
79,1,a,EC_subj_obj,nonword,10,trelle,none,filler,no,no,yes,no,2490796,2492566
79,1,a,EC_subj_obj,nonword,11,lobee,positive,control,no,no,yes,no,2493599,2494884
79,1,a,EC_subj_obj,nonword,12,coskie,none,filler,no,yes,no,no,2495916,2497700
79,1,a,EC_subj_obj,nonword,13,avouco,negative,critical,yes,no,no,no,2498746,2504283
79,1,a,EC_subj_obj,nonword,14,tafta,positive,critical,no,no,yes,no,2505316,2508042
79,1,a,EC_subj_obj,nonword,15,zillie,negative,control,no,yes,no,no,2509075,2512076
