subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
76,EC_only,pokemon,0,37_mittel.png,negative,control,9331.png,picture,9180.png,9920.png,9331.png,Ärger,Schmerz,Teufel,picture,picture,picture,word,word,word,no,no,no,no,no,no,1940044,1949209
76,EC_only,pokemon,1,10_mittel.png,neutral,filler,neu2620.png,picture,neu2635.png,neu7187.png,neu2620.png,Glas,Dach,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,1950250,1950985
76,EC_only,pokemon,2,23_mittel.png,positive,critical,Sonne,word,8496.png,1440.png,2071.png,Geburt,Sonne,Ruhe,picture,picture,picture,word,word,word,no,no,no,no,no,no,1952025,1953225
76,EC_only,pokemon,3,5_mittel.png,neutral,filler,Sessel,word,neu5395.png,neu2620.png,neu5740.png,Sessel,Wand,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,1954265,1955603
76,EC_only,pokemon,4,25_mittel.png,neutral,filler,Bein,word,neu2635.png,neu2620.png,neu7187.png,Bein,Lampe,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,1956643,1958443
76,EC_only,pokemon,5,18_mittel.png,negative,critical,Abscheu,word,9560.png,9006.png,2053.png,Gift,Ärger,Abscheu,picture,picture,picture,word,word,word,no,no,no,no,no,no,1959488,1960601
76,EC_only,pokemon,6,16_mittel.png,negative,critical,Unglück,word,6242.png,9007.png,6831.png,Unglück,Waffe,Ekel,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1961642,1962489
76,EC_only,pokemon,7,40_mittel.png,positive,critical,4622.png,picture,2791.png,4622.png,2057.png,Liebe,Geschenk,Freund,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1963530,1967113
76,EC_only,pokemon,8,9_mittel.png,neutral,filler,Knopf,word,neu2620.png,neu5740.png,neu2487.png,Hand,Glas,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1968154,1969878
76,EC_only,pokemon,9,24_mittel.png,positive,critical,Lob,word,2311.png,1999.png,7580.png,Paradies,Lob,Brief,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1970918,1975698
76,EC_only,pokemon,10,22_mittel.png,negative,critical,6530.png,picture,9432.png,6530.png,2900.png,Ärger,Horror,Gemeinheit,picture,picture,picture,word,word,word,no,no,no,no,no,no,1976738,1978578
76,EC_only,pokemon,11,4_mittel.png,positive,control,Glück,word,2791.png,1440.png,8370.png,Musik,Glück,Freund,picture,picture,picture,word,word,word,no,no,no,no,no,no,1979618,1980725
76,EC_only,pokemon,12,15_mittel.png,positive,critical,5830.png,picture,5594.png,5830.png,2057.png,Wärme,Rose,Geburt,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1981765,1984538
76,EC_only,pokemon,13,39_mittel.png,neutral,filler,neu5740.png,picture,neu5740.png,neu5395.png,neu7187.png,Glas,Wand,Hand,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1985587,1988948
76,EC_only,pokemon,14,2_mittel.png,neutral,filler,Dach,word,neu5740.png,neu2620.png,neu7490.png,Dach,Taste,Kreis,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1989988,1991114
76,EC_only,pokemon,15,11_mittel.png,negative,critical,6555.png,picture,6555.png,9280.png,9000.png,Ekel,Mord,Pest,picture,picture,picture,word,word,word,no,no,no,no,no,no,1992154,1992958
