subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
76,18,a,EC_only,pokemon,0,5_mittel.png,none,filler,15,1689992,1838073
76,18,a,EC_only,pokemon,1,40_mittel.png,positive,critical,12,1839105,1843849
76,18,a,EC_only,pokemon,2,24_mittel.png,positive,critical,13,1844881,1848078
76,18,a,EC_only,pokemon,3,16_mittel.png,negative,critical,7,1849111,1852740
76,18,a,EC_only,pokemon,4,39_mittel.png,none,filler,10,1853772,1856630
76,18,a,EC_only,pokemon,5,11_mittel.png,negative,critical,16,1857662,1860199
76,18,a,EC_only,pokemon,6,10_mittel.png,none,filler,6,1861232,1863526
76,18,a,EC_only,pokemon,7,37_mittel.png,negative,control,11,1864557,1867196
76,18,a,EC_only,pokemon,8,25_mittel.png,none,filler,7,1868228,1870415
76,18,a,EC_only,pokemon,9,9_mittel.png,none,filler,7,1871446,1872677
76,18,a,EC_only,pokemon,10,23_mittel.png,positive,critical,14,1873708,1876264
76,18,a,EC_only,pokemon,11,4_mittel.png,positive,control,10,1877296,1880667
76,18,a,EC_only,pokemon,12,2_mittel.png,none,filler,15,1881698,1884988
76,18,a,EC_only,pokemon,13,22_mittel.png,negative,critical,0,1886021,1889119
76,18,a,EC_only,pokemon,14,15_mittel.png,positive,critical,17,1890151,1892316
76,18,a,EC_only,pokemon,15,18_mittel.png,negative,critical,6,1893349,1895465
