subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
84,19,a,EC_only,pokemon,0,16_mittel.png,positive,control,11,1508346,1517905
84,19,a,EC_only,pokemon,1,24_mittel.png,positive,critical,10,1518938,1522987
84,19,a,EC_only,pokemon,2,40_mittel.png,negative,critical,10,1524019,1526384
84,19,a,EC_only,pokemon,3,2_mittel.png,none,filler,13,1527417,1530538
84,19,a,EC_only,pokemon,4,25_mittel.png,none,filler,10,1531571,1535572
84,19,a,EC_only,pokemon,5,11_mittel.png,negative,critical,8,1536604,1540123
84,19,a,EC_only,pokemon,6,22_mittel.png,negative,control,7,1541155,1543751
84,19,a,EC_only,pokemon,7,9_mittel.png,positive,critical,9,1544783,1548410
84,19,a,EC_only,pokemon,8,4_mittel.png,negative,critical,10,1549442,1553678
84,19,a,EC_only,pokemon,9,5_mittel.png,negative,critical,8,1554710,1557371
84,19,a,EC_only,pokemon,10,37_mittel.png,none,filler,9,1558403,1560388
84,19,a,EC_only,pokemon,11,10_mittel.png,none,filler,6,1561420,1564353
84,19,a,EC_only,pokemon,12,15_mittel.png,none,filler,12,1565385,1567874
84,19,a,EC_only,pokemon,13,23_mittel.png,positive,critical,8,1568906,1572802
84,19,a,EC_only,pokemon,14,39_mittel.png,positive,critical,9,1573834,1576712
84,19,a,EC_only,pokemon,15,18_mittel.png,none,filler,9,1577744,1579415
