subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
43,2,b,EC_subj_obj,nonword,0,hesire,none,filler,13,1951117,1955092
43,2,b,EC_subj_obj,nonword,1,trelle,negative,critical,10,1956124,1959047
43,2,b,EC_subj_obj,nonword,2,makan,negative,control,6,1960079,1961862
43,2,b,EC_subj_obj,nonword,3,tafta,positive,control,4,1962893,1965199
43,2,b,EC_subj_obj,nonword,4,naptor,positive,critical,16,1966232,1968496
43,2,b,EC_subj_obj,nonword,5,tavoo,negative,critical,1,1969528,1971953
43,2,b,EC_subj_obj,nonword,6,seloom,positive,critical,5,1972985,1975306
43,2,b,EC_subj_obj,nonword,7,parlic,none,filler,19,1976338,1980197
43,2,b,EC_subj_obj,nonword,8,roosle,none,filler,12,1981228,1985129
43,2,b,EC_subj_obj,nonword,9,avouco,positive,critical,4,1986161,1988161
43,2,b,EC_subj_obj,nonword,10,coskie,positive,critical,12,1989192,1991130
43,2,b,EC_subj_obj,nonword,11,babit,none,filler,9,1992162,1993643
43,2,b,EC_subj_obj,nonword,12,lobee,negative,critical,5,1994674,1996281
43,2,b,EC_subj_obj,nonword,13,pubio,negative,critical,16,1997313,1999498
43,2,b,EC_subj_obj,nonword,14,altine,none,filler,19,2000529,2003099
43,2,b,EC_subj_obj,nonword,15,zillie,none,filler,0,2004132,2006136
