subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
98,EC_subj_obj,pokemon,0,37_mittel.png,negative,critical,Frust,word,6831.png,9830.png,2053.png,Gemeinheit,Frust,Teufel,picture,picture,picture,word,word,word,no,no,no,no,no,no,2592429,2604899
98,EC_subj_obj,pokemon,1,5_mittel.png,negative,critical,Mühe,word,9560.png,6530.png,9630.png,Mühe,Gift,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,2605940,2608912
98,EC_subj_obj,pokemon,2,22_mittel.png,neutral,filler,Tuch,word,neu7640.png,neu2635.png,neu7233.png,Knopf,Tuch,Taste,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2609952,2613699
98,EC_subj_obj,pokemon,3,10_mittel.png,negative,control,Abscheu,word,6530.png,7380.png,9400.png,AIDS,Abscheu,Kälte,picture,picture,picture,word,word,word,no,no,no,no,no,no,2614739,2618839
98,EC_subj_obj,pokemon,4,11_mittel.png,negative,critical,9561.png,picture,9561.png,2276.png,3550.png,Wahnsinn,Abgas,Geschwür,picture,picture,picture,word,word,word,no,no,no,no,no,no,2619879,2622675
98,EC_subj_obj,pokemon,5,9_mittel.png,neutral,filler,neu2575.png,picture,neu2575.png,neu7233.png,neu5395.png,Knopf,Sessel,Lampe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2623719,2625394
98,EC_subj_obj,pokemon,6,16_mittel.png,positive,critical,Romantik,word,2791.png,8330.png,2071.png,Romantik,Lob,Sommer,picture,picture,picture,word,word,word,no,no,no,no,no,no,2626435,2632190
98,EC_subj_obj,pokemon,7,2_mittel.png,neutral,filler,Tuch,word,neu2220.png,neu7000.png,neu2635.png,Hand,Tuch,Lampe,picture,picture,picture,word,word,word,no,no,no,no,no,no,2633230,2635267
98,EC_subj_obj,pokemon,8,25_mittel.png,negative,critical,2900.png,picture,8485.png,2900.png,9435.png,Mord,Wahnsinn,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,no,no,2636307,2637188
98,EC_subj_obj,pokemon,9,15_mittel.png,positive,critical,Kuss,word,2900.2.png,2058.png,5594.png,Kuss,Musik,Himmel,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2638228,2642495
98,EC_subj_obj,pokemon,10,18_mittel.png,neutral,filler,Knopf,word,neu7830.png,neu2635.png,neu2372.png,Knopf,Sessel,Lampe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2643535,2650193
98,EC_subj_obj,pokemon,11,40_mittel.png,neutral,filler,Wand,word,neu2220.png,neu7080.png,neu7000.png,Wand,Taste,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2651232,2656476
98,EC_subj_obj,pokemon,12,39_mittel.png,positive,critical,8200.png,picture,7230.png,2058.png,8200.png,Frieden,Licht,Fete,picture,picture,picture,word,word,word,no,no,no,no,no,no,2657529,2662175
98,EC_subj_obj,pokemon,13,4_mittel.png,neutral,filler,Sessel,word,neu2220.png,neu7550.png,neu7640.png,Tuch,Bein,Sessel,picture,picture,picture,word,word,word,no,no,no,no,no,no,2663215,2666135
98,EC_subj_obj,pokemon,14,24_mittel.png,positive,control,8501.png,picture,2208.png,4606.png,8501.png,Familie,Ruhe,Spiel,picture,picture,picture,word,word,word,no,no,no,no,no,no,2667175,2671484
98,EC_subj_obj,pokemon,15,23_mittel.png,positive,critical,7502.png,picture,5594.png,7502.png,2160.png,Wärme,Musik,Sonne,picture,picture,picture,word,word,word,no,no,no,no,no,no,2672525,2675118
