subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
96,9,a,EC_subj_obj,nonword,0,tafta,positive,control,no,no,yes,no,2288773,2294230
96,9,a,EC_subj_obj,nonword,1,altine,negative,critical,no,yes,no,no,2295263,2299212
96,9,a,EC_subj_obj,nonword,2,makan,positive,critical,yes,no,no,no,2300245,2303509
96,9,a,EC_subj_obj,nonword,3,seloom,none,filler,yes,no,no,no,2304542,2308051
96,9,a,EC_subj_obj,nonword,4,naptor,none,filler,no,no,yes,no,2309084,2310742
96,9,a,EC_subj_obj,nonword,5,trelle,positive,critical,no,no,no,yes,2311775,2313692
96,9,a,EC_subj_obj,nonword,6,pubio,negative,critical,no,yes,no,no,2314725,2317372
96,9,a,EC_subj_obj,nonword,7,tavoo,none,filler,no,no,yes,no,2318405,2320287
96,9,a,EC_subj_obj,nonword,8,coskie,none,filler,yes,no,no,no,2321319,2324422
96,9,a,EC_subj_obj,nonword,9,avouco,none,filler,no,yes,no,no,2325463,2328024
96,9,a,EC_subj_obj,nonword,10,lobee,negative,critical,yes,no,no,no,2329057,2336289
96,9,a,EC_subj_obj,nonword,11,hesire,none,filler,no,no,yes,no,2337323,2341902
96,9,a,EC_subj_obj,nonword,12,zillie,negative,critical,yes,no,no,no,2342934,2345036
96,9,a,EC_subj_obj,nonword,13,roosle,negative,control,no,no,no,yes,2346068,2348810
96,9,a,EC_subj_obj,nonword,14,parlic,positive,critical,no,no,no,yes,2349843,2351864
96,9,a,EC_subj_obj,nonword,15,babit,positive,critical,no,no,yes,no,2352897,2354141
