subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
44,12,b,EC_subj_obj,nonword,0,seloom,none,filler,7,2173988,2180616
44,12,b,EC_subj_obj,nonword,1,zillie,positive,critical,15,2181648,2184054
44,12,b,EC_subj_obj,nonword,2,tafta,none,filler,12,2185086,2186999
44,12,b,EC_subj_obj,nonword,3,tavoo,negative,critical,8,2188031,2189672
44,12,b,EC_subj_obj,nonword,4,babit,negative,critical,14,2190703,2193105
44,12,b,EC_subj_obj,nonword,5,altine,negative,control,10,2194137,2196725
44,12,b,EC_subj_obj,nonword,6,roosle,positive,critical,10,2197757,2198824
44,12,b,EC_subj_obj,nonword,7,hesire,none,filler,14,2199855,2201378
44,12,b,EC_subj_obj,nonword,8,naptor,positive,critical,9,2202409,2204421
44,12,b,EC_subj_obj,nonword,9,trelle,positive,control,16,2205453,2207309
44,12,b,EC_subj_obj,nonword,10,parlic,none,filler,14,2208340,2210657
44,12,b,EC_subj_obj,nonword,11,coskie,negative,critical,14,2211689,2213089
44,12,b,EC_subj_obj,nonword,12,avouco,none,filler,14,2214120,2215750
44,12,b,EC_subj_obj,nonword,13,lobee,positive,critical,13,2216781,2218992
44,12,b,EC_subj_obj,nonword,14,makan,none,filler,7,2220024,2222310
44,12,b,EC_subj_obj,nonword,15,pubio,negative,critical,11,2223341,2225017
