subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
13,26,a,EC_only,pokemon,0,39_mittel.png,positive,critical,no,no,yes,no,1397635,1403557
13,26,a,EC_only,pokemon,1,16_mittel.png,positive,critical,no,no,yes,no,1404590,1406674
13,26,a,EC_only,pokemon,2,5_mittel.png,negative,critical,no,no,yes,no,1407707,1409470
13,26,a,EC_only,pokemon,3,10_mittel.png,negative,control,yes,no,no,no,1410503,1419076
13,26,a,EC_only,pokemon,4,22_mittel.png,none,filler,no,no,yes,no,1420109,1421908
13,26,a,EC_only,pokemon,5,24_mittel.png,positive,control,yes,no,no,no,1422942,1424691
13,26,a,EC_only,pokemon,6,25_mittel.png,negative,critical,no,no,yes,no,1425724,1428783
13,26,a,EC_only,pokemon,7,9_mittel.png,none,filler,no,no,no,yes,1429816,1432215
13,26,a,EC_only,pokemon,8,40_mittel.png,none,filler,no,no,yes,no,1433247,1435032
13,26,a,EC_only,pokemon,9,2_mittel.png,none,filler,no,no,yes,no,1436065,1438229
13,26,a,EC_only,pokemon,10,4_mittel.png,none,filler,no,no,no,yes,1439271,1442538
13,26,a,EC_only,pokemon,11,15_mittel.png,positive,critical,no,no,yes,no,1443571,1444456
13,26,a,EC_only,pokemon,12,18_mittel.png,none,filler,no,yes,no,no,1445489,1449295
13,26,a,EC_only,pokemon,13,11_mittel.png,negative,critical,no,no,yes,no,1450327,1451584
13,26,a,EC_only,pokemon,14,23_mittel.png,positive,critical,no,no,yes,no,1452616,1453498
13,26,a,EC_only,pokemon,15,37_mittel.png,negative,critical,no,no,yes,no,1454532,1455159
