subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
74,11,a,EC_subj_obj,nonword,0,hesire,none,filler,14,1758716,1761654
74,11,a,EC_subj_obj,nonword,1,seloom,negative,critical,11,1762686,1764159
74,11,a,EC_subj_obj,nonword,2,pubio,none,filler,14,1765191,1766971
74,11,a,EC_subj_obj,nonword,3,tafta,negative,critical,4,1768004,1769611
74,11,a,EC_subj_obj,nonword,4,makan,negative,control,6,1770643,1773030
74,11,a,EC_subj_obj,nonword,5,tavoo,none,filler,9,1774062,1775624
74,11,a,EC_subj_obj,nonword,6,trelle,positive,critical,3,1776656,1777980
74,11,a,EC_subj_obj,nonword,7,roosle,positive,critical,13,1779012,1780775
74,11,a,EC_subj_obj,nonword,8,altine,positive,critical,8,1781806,1784048
74,11,a,EC_subj_obj,nonword,9,naptor,positive,critical,6,1785079,1787119
74,11,a,EC_subj_obj,nonword,10,zillie,negative,critical,4,1788151,1790823
74,11,a,EC_subj_obj,nonword,11,parlic,positive,control,5,1791855,1793482
74,11,a,EC_subj_obj,nonword,12,babit,none,filler,7,1794513,1795715
74,11,a,EC_subj_obj,nonword,13,avouco,none,filler,11,1796746,1799914
74,11,a,EC_subj_obj,nonword,14,coskie,none,filler,9,1800946,1802213
74,11,a,EC_subj_obj,nonword,15,lobee,negative,critical,12,1803244,1805327
