subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
20,26,b,EC_subj_obj,pokemon,0,11_mittel.png,negative,critical,3,2190665,2197618
20,26,b,EC_subj_obj,pokemon,1,16_mittel.png,positive,critical,11,2198678,2202753
20,26,b,EC_subj_obj,pokemon,2,5_mittel.png,negative,critical,5,2203812,2210669
20,26,b,EC_subj_obj,pokemon,3,22_mittel.png,none,filler,14,2211728,2214402
20,26,b,EC_subj_obj,pokemon,4,39_mittel.png,positive,critical,16,2215461,2218510
20,26,b,EC_subj_obj,pokemon,5,24_mittel.png,positive,control,15,2219570,2221980
20,26,b,EC_subj_obj,pokemon,6,4_mittel.png,none,filler,14,2223038,2225004
20,26,b,EC_subj_obj,pokemon,7,37_mittel.png,negative,critical,19,2226063,2229046
20,26,b,EC_subj_obj,pokemon,8,2_mittel.png,none,filler,17,2230104,2233003
20,26,b,EC_subj_obj,pokemon,9,18_mittel.png,none,filler,16,2234061,2235921
20,26,b,EC_subj_obj,pokemon,10,25_mittel.png,negative,critical,11,2236979,2240837
20,26,b,EC_subj_obj,pokemon,11,40_mittel.png,none,filler,16,2241895,2245252
20,26,b,EC_subj_obj,pokemon,12,9_mittel.png,none,filler,15,2246310,2248835
20,26,b,EC_subj_obj,pokemon,13,23_mittel.png,positive,critical,16,2249894,2252336
20,26,b,EC_subj_obj,pokemon,14,15_mittel.png,positive,critical,17,2253395,2255350
20,26,b,EC_subj_obj,pokemon,15,10_mittel.png,negative,control,15,2256408,2258473
