subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
8,29,a,EC_subj_obj,pokemon,0,39_mittel.png,positive,critical,4,2118808,2123312
8,29,a,EC_subj_obj,pokemon,1,24_mittel.png,none,filler,6,2124345,2128875
8,29,a,EC_subj_obj,pokemon,2,25_mittel.png,none,filler,2,2129908,2132100
8,29,a,EC_subj_obj,pokemon,3,2_mittel.png,negative,critical,12,2133132,2135118
8,29,a,EC_subj_obj,pokemon,4,22_mittel.png,negative,critical,8,2136149,2138613
8,29,a,EC_subj_obj,pokemon,5,16_mittel.png,positive,critical,11,2139645,2143086
8,29,a,EC_subj_obj,pokemon,6,11_mittel.png,none,filler,9,2144118,2146906
8,29,a,EC_subj_obj,pokemon,7,4_mittel.png,positive,control,11,2147937,2150437
8,29,a,EC_subj_obj,pokemon,8,40_mittel.png,positive,critical,10,2151469,2154085
8,29,a,EC_subj_obj,pokemon,9,15_mittel.png,none,filler,7,2155116,2157116
8,29,a,EC_subj_obj,pokemon,10,9_mittel.png,negative,critical,11,2158147,2160201
8,29,a,EC_subj_obj,pokemon,11,10_mittel.png,none,filler,12,2161233,2162867
8,29,a,EC_subj_obj,pokemon,12,37_mittel.png,positive,critical,12,2163898,2166357
8,29,a,EC_subj_obj,pokemon,13,5_mittel.png,negative,critical,10,2167389,2169078
8,29,a,EC_subj_obj,pokemon,14,18_mittel.png,negative,control,7,2170109,2171946
8,29,a,EC_subj_obj,pokemon,15,23_mittel.png,none,filler,6,2172977,2175908
