subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
105,24,b,EC_subj_obj,pokemon,0,25_mittel.png,negative,critical,no,no,yes,no,2541433,2550222
105,24,b,EC_subj_obj,pokemon,1,16_mittel.png,positive,control,no,no,no,yes,2551256,2557525
105,24,b,EC_subj_obj,pokemon,2,39_mittel.png,negative,control,no,yes,no,no,2558558,2563755
105,24,b,EC_subj_obj,pokemon,3,24_mittel.png,none,filler,no,no,yes,no,2564790,2568805
105,24,b,EC_subj_obj,pokemon,4,18_mittel.png,none,filler,no,no,yes,no,2569838,2571815
105,24,b,EC_subj_obj,pokemon,5,40_mittel.png,positive,critical,no,no,yes,no,2572854,2579197
105,24,b,EC_subj_obj,pokemon,6,23_mittel.png,positive,critical,no,no,yes,no,2580231,2581569
105,24,b,EC_subj_obj,pokemon,7,9_mittel.png,none,filler,no,no,yes,no,2582602,2584069
105,24,b,EC_subj_obj,pokemon,8,15_mittel.png,none,filler,no,no,yes,no,2585102,2587329
105,24,b,EC_subj_obj,pokemon,9,4_mittel.png,negative,critical,no,no,yes,no,2588362,2590029
105,24,b,EC_subj_obj,pokemon,10,22_mittel.png,positive,critical,no,no,yes,no,2591062,2591904
105,24,b,EC_subj_obj,pokemon,11,10_mittel.png,positive,critical,no,no,yes,no,2592936,2594012
105,24,b,EC_subj_obj,pokemon,12,37_mittel.png,none,filler,no,yes,no,no,2595045,2603088
105,24,b,EC_subj_obj,pokemon,13,11_mittel.png,negative,critical,no,no,yes,no,2604120,2608281
105,24,b,EC_subj_obj,pokemon,14,2_mittel.png,none,filler,no,no,yes,no,2609324,2617101
105,24,b,EC_subj_obj,pokemon,15,5_mittel.png,negative,critical,no,no,yes,no,2618135,2624745
