subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
115,6,b,EC_subj_obj,nonword,0,naptor,none,filler,no,no,no,yes,2080441,2089662
115,6,b,EC_subj_obj,nonword,1,tavoo,negative,critical,no,no,yes,no,2090696,2092286
115,6,b,EC_subj_obj,nonword,2,trelle,none,filler,no,no,yes,no,2093319,2094198
115,6,b,EC_subj_obj,nonword,3,babit,positive,critical,no,no,yes,no,2095233,2095671
115,6,b,EC_subj_obj,nonword,4,makan,none,filler,no,no,yes,no,2096705,2097215
115,6,b,EC_subj_obj,nonword,5,altine,positive,critical,no,no,yes,no,2098248,2099203
115,6,b,EC_subj_obj,nonword,6,lobee,none,filler,no,no,yes,no,2100236,2101940
115,6,b,EC_subj_obj,nonword,7,avouco,positive,critical,no,no,yes,no,2102972,2104585
115,6,b,EC_subj_obj,nonword,8,parlic,negative,critical,no,no,yes,no,2105617,2107411
115,6,b,EC_subj_obj,nonword,9,hesire,negative,critical,no,no,yes,no,2108444,2109051
115,6,b,EC_subj_obj,nonword,10,coskie,negative,control,no,no,yes,no,2110092,2111070
115,6,b,EC_subj_obj,nonword,11,zillie,positive,control,no,no,yes,no,2112104,2113470
115,6,b,EC_subj_obj,nonword,12,tafta,negative,critical,no,no,yes,no,2114503,2118329
115,6,b,EC_subj_obj,nonword,13,seloom,positive,critical,no,no,yes,no,2119361,2120478
115,6,b,EC_subj_obj,nonword,14,roosle,none,filler,no,no,no,yes,2121510,2125511
115,6,b,EC_subj_obj,nonword,15,pubio,none,filler,no,no,yes,no,2126543,2127645
