subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
30,EC_only,nonword,0,naptor,neutral,filler,Sessel,word,neu7550.png,neu7640.png,neu7830.png,Wand,Sessel,Kreis,picture,picture,picture,word,word,word,yes,no,no,no,no,no,1422392,1433717
30,EC_only,nonword,1,roosle,neutral,filler,neu7550.png,picture,neu7090.png,neu5740.png,neu7550.png,Klinke,Bein,Lampe,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1434757,1438653
30,EC_only,nonword,2,coskie,neutral,filler,neu2487.png,picture,neu7550.png,neu7080.png,neu2487.png,Lampe,Wand,Tuch,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1439693,1443458
30,EC_only,nonword,3,tavoo,negative,critical,Eiter,word,1525.png,6311.png,2276.png,Henker,Eiter,Kälte,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1444498,1447255
30,EC_only,nonword,4,seloom,positive,critical,2900.2.png,picture,2080.png,2900.2.png,7350.png,Lachen,Liebe,Rose,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1448295,1450923
30,EC_only,nonword,5,hesire,neutral,filler,Wand,word,neu5740.png,neu7004.png,neu7490.png,Wand,Kreis,Taste,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1451967,1456802
30,EC_only,nonword,6,lobee,positive,control,8080.png,picture,8540.png,2660.png,8080.png,Leben,Lob,Urlaub,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1457842,1459288
30,EC_only,nonword,7,pubio,positive,critical,8190.png,picture,8330.png,8170.png,8190.png,Geburt,Lob,Liebe,picture,picture,picture,word,word,word,no,no,no,no,no,no,1460328,1463080
30,EC_only,nonword,8,altine,neutral,filler,Sessel,word,neu7080.png,neu7004.png,neu7490.png,Taste,Lampe,Sessel,picture,picture,picture,word,word,word,yes,no,no,no,no,no,1464120,1467998
30,EC_only,nonword,9,avouco,negative,critical,Waffe,word,3160.png,6555.png,9561.png,Gift,Waffe,Unfall,picture,picture,picture,word,word,word,no,no,no,no,no,no,1469038,1474150
30,EC_only,nonword,10,zillie,negative,control,Gewalt,word,9007.png,6570.1.png,9520.png,Horror,Gewalt,Unfall,picture,picture,picture,word,word,word,no,no,no,no,no,no,1475190,1479037
30,EC_only,nonword,11,makan,negative,critical,2141.png,picture,2276.png,9432.png,2141.png,Not,Hektik,Abscheu,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1480078,1482161
30,EC_only,nonword,12,parlic,negative,critical,9342.png,picture,9342.png,3160.png,2710.png,Krieg,Unfall,Sadist,picture,picture,picture,word,word,word,yes,no,no,no,no,no,1483208,1488204
30,EC_only,nonword,13,trelle,neutral,filler,neu7640.png,picture,neu2620.png,neu7640.png,neu7004.png,Wand,Taste,Lampe,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1489244,1491577
30,EC_only,nonword,14,tafta,positive,critical,Bücher,word,8170.png,5994.png,2040.png,Bücher,Urlaub,Blume,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1492617,1495561
30,EC_only,nonword,15,babit,positive,critical,Meer,word,2050.png,2071.png,7350.png,Urlaub,Strand,Meer,picture,picture,picture,word,word,word,no,no,no,no,no,no,1496601,1502985
