subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
74,11,a,EC_subj_obj,nonword,0,hesire,none,filler,yes,no,no,no,1837519,1846793
74,11,a,EC_subj_obj,nonword,1,naptor,positive,critical,no,yes,no,no,1847826,1849191
74,11,a,EC_subj_obj,nonword,2,tavoo,none,filler,no,no,yes,no,1850224,1851840
74,11,a,EC_subj_obj,nonword,3,tafta,negative,critical,no,no,no,yes,1852874,1860443
74,11,a,EC_subj_obj,nonword,4,babit,none,filler,no,no,yes,no,1861476,1863035
74,11,a,EC_subj_obj,nonword,5,trelle,positive,critical,no,no,yes,no,1864068,1864895
74,11,a,EC_subj_obj,nonword,6,altine,positive,critical,no,yes,no,no,1865928,1867843
74,11,a,EC_subj_obj,nonword,7,pubio,none,filler,no,no,no,yes,1868875,1871274
74,11,a,EC_subj_obj,nonword,8,lobee,negative,critical,yes,no,no,no,1872306,1875131
74,11,a,EC_subj_obj,nonword,9,parlic,positive,control,no,no,yes,no,1876172,1877853
74,11,a,EC_subj_obj,nonword,10,seloom,negative,critical,no,no,yes,no,1878886,1879401
74,11,a,EC_subj_obj,nonword,11,zillie,negative,critical,no,no,yes,no,1880434,1881678
74,11,a,EC_subj_obj,nonword,12,makan,negative,control,no,yes,no,no,1882710,1884048
74,11,a,EC_subj_obj,nonword,13,coskie,none,filler,no,no,no,yes,1885081,1885795
74,11,a,EC_subj_obj,nonword,14,roosle,positive,critical,no,yes,no,no,1886828,1887832
74,11,a,EC_subj_obj,nonword,15,avouco,none,filler,yes,no,no,no,1888865,1889359
