subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
63,EC_subj_obj,nonword,0,coskie,positive,critical,Urlaub,word,2080.png,5910.png,8370.png,Kinder,Strand,Urlaub,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2456691,2465127
63,EC_subj_obj,nonword,1,altine,positive,critical,1999.png,picture,1999.png,2311.png,7230.png,Geburt,Strand,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2466168,2473257
63,EC_subj_obj,nonword,2,parlic,neutral,filler,Hand,word,neu5731.png,neu1616.png,neu7090.png,Taste,Schrank,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,2474297,2479065
63,EC_subj_obj,nonword,3,lobee,neutral,filler,Bein,word,neu2620.png,neu7080.png,neu7187.png,Bein,Sessel,Linie,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2480105,2492024
63,EC_subj_obj,nonword,4,makan,negative,critical,9920.png,picture,2375.1.png,9432.png,9920.png,Abgrund,Henker,Gift,picture,picture,picture,word,word,word,no,no,no,no,no,no,2493064,2499659
63,EC_subj_obj,nonword,5,pubio,positive,critical,Glück,word,2900.2.png,5594.png,4220.png,Scherz,Glück,Licht,picture,picture,picture,word,word,word,no,no,no,no,no,no,2500699,2506217
63,EC_subj_obj,nonword,6,trelle,neutral,filler,neu5731.png,picture,neu7830.png,neu5731.png,neu2575.png,Bein,Knopf,Wand,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2507264,2512302
63,EC_subj_obj,nonword,7,tafta,negative,critical,Gewalt,word,9400.png,9330.png,2375.1.png,Ärger,Gewalt,Horror,picture,picture,picture,word,word,word,no,no,no,no,no,no,2513342,2521365
63,EC_subj_obj,nonword,8,babit,positive,critical,2208.png,picture,4220.png,2208.png,1440.png,Liebe,Geschenk,Lob,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2522405,2530010
63,EC_subj_obj,nonword,9,seloom,positive,control,2071.png,picture,7350.png,2311.png,2071.png,Frieden,Lachen,Musik,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2531050,2538929
63,EC_subj_obj,nonword,10,zillie,neutral,filler,neu2620.png,picture,neu2620.png,neu7090.png,neu7820.png,Wand,Schrank,Taste,picture,picture,picture,word,word,word,no,no,no,no,no,no,2539970,2545841
63,EC_subj_obj,nonword,11,tavoo,negative,control,Pech,word,2375.1.png,9220.png,3160.png,Pech,Geschwür,Abgrund,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2546881,2555302
63,EC_subj_obj,nonword,12,naptor,neutral,filler,Schrank,word,neu2635.png,neu2487.png,neu7090.png,Taste,Hand,Schrank,picture,picture,picture,word,word,word,no,no,no,no,no,no,2556343,2562578
63,EC_subj_obj,nonword,13,roosle,negative,critical,Frust,word,9182.png,9404.png,2750.png,Ekel,Frust,Unfall,picture,picture,picture,word,word,word,no,no,no,no,no,no,2563618,2569412
63,EC_subj_obj,nonword,14,avouco,neutral,filler,neu2575.png,picture,neu2575.png,neu7187.png,neu2620.png,Taste,Hand,Glas,picture,picture,picture,word,word,word,no,no,no,no,no,no,2570460,2582536
63,EC_subj_obj,nonword,15,hesire,negative,critical,6555.png,picture,6311.png,9400.png,6555.png,Ekel,Gift,Pest,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2583576,2596374
