subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
90,25,b,EC_subj_obj,pokemon,0,37_mittel.png,negative,critical,yes,no,no,no,1970702,1974357
90,25,b,EC_subj_obj,pokemon,1,22_mittel.png,none,filler,yes,no,no,no,1975390,1978283
90,25,b,EC_subj_obj,pokemon,2,9_mittel.png,none,filler,no,yes,no,no,1979316,1983239
90,25,b,EC_subj_obj,pokemon,3,18_mittel.png,none,filler,no,no,yes,no,1984272,1985926
90,25,b,EC_subj_obj,pokemon,4,11_mittel.png,negative,critical,no,no,yes,no,1986959,1988275
90,25,b,EC_subj_obj,pokemon,5,25_mittel.png,positive,critical,no,no,yes,no,1989308,1990221
90,25,b,EC_subj_obj,pokemon,6,23_mittel.png,none,filler,no,no,yes,no,1991261,1992245
90,25,b,EC_subj_obj,pokemon,7,24_mittel.png,positive,critical,no,no,yes,no,1993279,1994270
90,25,b,EC_subj_obj,pokemon,8,39_mittel.png,positive,control,no,no,no,yes,1995302,1997988
90,25,b,EC_subj_obj,pokemon,9,2_mittel.png,negative,critical,no,no,yes,no,1999020,1999961
90,25,b,EC_subj_obj,pokemon,10,15_mittel.png,positive,critical,yes,no,no,no,2000994,2005595
90,25,b,EC_subj_obj,pokemon,11,10_mittel.png,none,filler,no,yes,no,no,2006629,2008043
90,25,b,EC_subj_obj,pokemon,12,16_mittel.png,negative,critical,no,yes,no,no,2009076,2010807
90,25,b,EC_subj_obj,pokemon,13,5_mittel.png,negative,control,no,yes,no,no,2011840,2015593
90,25,b,EC_subj_obj,pokemon,14,40_mittel.png,none,filler,no,no,no,yes,2016626,2018743
90,25,b,EC_subj_obj,pokemon,15,4_mittel.png,positive,critical,no,no,no,yes,2019784,2021189
