subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
108,11,b,EC_subj_obj,nonword,0,naptor,positive,critical,6,2297930,2301895
108,11,b,EC_subj_obj,nonword,1,parlic,positive,control,16,2302927,2308213
108,11,b,EC_subj_obj,nonword,2,pubio,none,filler,16,2309245,2311194
108,11,b,EC_subj_obj,nonword,3,coskie,none,filler,18,2312226,2314964
108,11,b,EC_subj_obj,nonword,4,lobee,negative,critical,15,2315996,2319323
108,11,b,EC_subj_obj,nonword,5,seloom,negative,critical,16,2320355,2322431
108,11,b,EC_subj_obj,nonword,6,tafta,negative,critical,12,2323463,2325624
108,11,b,EC_subj_obj,nonword,7,babit,none,filler,7,2326656,2328621
108,11,b,EC_subj_obj,nonword,8,trelle,positive,critical,15,2329653,2330987
108,11,b,EC_subj_obj,nonword,9,hesire,none,filler,4,2332018,2334087
108,11,b,EC_subj_obj,nonword,10,altine,positive,critical,6,2335120,2338001
108,11,b,EC_subj_obj,nonword,11,avouco,none,filler,17,2339034,2340933
108,11,b,EC_subj_obj,nonword,12,makan,negative,control,10,2341964,2344444
108,11,b,EC_subj_obj,nonword,13,tavoo,none,filler,16,2345475,2347721
108,11,b,EC_subj_obj,nonword,14,roosle,positive,critical,8,2348754,2352389
108,11,b,EC_subj_obj,nonword,15,zillie,negative,critical,18,2353421,2355498
