subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
5,29,b,EC_subj_obj,pokemon,0,25_mittel.png,none,filler,13,1914782,1918063
5,29,b,EC_subj_obj,pokemon,1,4_mittel.png,positive,control,10,1919095,1922929
5,29,b,EC_subj_obj,pokemon,2,39_mittel.png,positive,critical,10,1923961,1925842
5,29,b,EC_subj_obj,pokemon,3,23_mittel.png,none,filler,6,1926874,1928987
5,29,b,EC_subj_obj,pokemon,4,22_mittel.png,negative,critical,14,1930019,1931657
5,29,b,EC_subj_obj,pokemon,5,5_mittel.png,negative,critical,14,1932689,1933722
5,29,b,EC_subj_obj,pokemon,6,15_mittel.png,none,filler,15,1934754,1936934
5,29,b,EC_subj_obj,pokemon,7,24_mittel.png,none,filler,6,1937966,1940784
5,29,b,EC_subj_obj,pokemon,8,2_mittel.png,negative,critical,5,1941816,1944006
5,29,b,EC_subj_obj,pokemon,9,11_mittel.png,none,filler,9,1945038,1948160
5,29,b,EC_subj_obj,pokemon,10,10_mittel.png,none,filler,9,1949191,1952385
5,29,b,EC_subj_obj,pokemon,11,18_mittel.png,negative,control,16,1953417,1956537
5,29,b,EC_subj_obj,pokemon,12,40_mittel.png,positive,critical,14,1957570,1961622
5,29,b,EC_subj_obj,pokemon,13,16_mittel.png,positive,critical,13,1962653,1965902
5,29,b,EC_subj_obj,pokemon,14,9_mittel.png,negative,critical,6,1966935,1969342
5,29,b,EC_subj_obj,pokemon,15,37_mittel.png,positive,critical,3,1970374,1972261
