subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
55,8,a,EC_only,nonword,0,hesire,none,filler,9,1580403,1583565
55,8,a,EC_only,nonword,1,naptor,none,filler,9,1584597,1585647
55,8,a,EC_only,nonword,2,babit,negative,critical,9,1586678,1587727
55,8,a,EC_only,nonword,3,seloom,negative,critical,9,1588759,1589610
55,8,a,EC_only,nonword,4,makan,none,filler,9,1590642,1591815
55,8,a,EC_only,nonword,5,zillie,none,filler,14,1592847,1595358
55,8,a,EC_only,nonword,6,coskie,positive,critical,14,1596389,1597406
55,8,a,EC_only,nonword,7,trelle,none,filler,16,1598438,1600269
55,8,a,EC_only,nonword,8,tafta,positive,critical,18,1601309,1603173
55,8,a,EC_only,nonword,9,tavoo,negative,critical,13,1604204,1606215
55,8,a,EC_only,nonword,10,roosle,none,filler,7,1607247,1609250
55,8,a,EC_only,nonword,11,lobee,positive,critical,8,1610282,1612233
55,8,a,EC_only,nonword,12,altine,negative,critical,9,1613264,1614780
55,8,a,EC_only,nonword,13,parlic,positive,critical,5,1615811,1617270
55,8,a,EC_only,nonword,14,avouco,negative,control,5,1618301,1619694
55,8,a,EC_only,nonword,15,pubio,positive,control,9,1620726,1622926
