subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
70,7,a,EC_subj_obj,nonword,0,makan,none,filler,4,2042350,2046182
70,7,a,EC_subj_obj,nonword,1,avouco,positive,critical,18,2047213,2052298
70,7,a,EC_subj_obj,nonword,2,pubio,positive,critical,17,2053330,2055826
70,7,a,EC_subj_obj,nonword,3,parlic,none,filler,10,2056858,2061031
70,7,a,EC_subj_obj,nonword,4,seloom,none,filler,18,2062063,2064150
70,7,a,EC_subj_obj,nonword,5,naptor,negative,control,19,2065183,2067116
70,7,a,EC_subj_obj,nonword,6,tavoo,negative,critical,14,2068149,2070573
70,7,a,EC_subj_obj,nonword,7,coskie,none,filler,6,2071604,2074514
70,7,a,EC_subj_obj,nonword,8,hesire,negative,critical,17,2075546,2077661
70,7,a,EC_subj_obj,nonword,9,altine,negative,critical,9,2078693,2083382
70,7,a,EC_subj_obj,nonword,10,zillie,negative,critical,15,2084414,2089117
70,7,a,EC_subj_obj,nonword,11,trelle,none,filler,15,2090148,2093185
70,7,a,EC_subj_obj,nonword,12,lobee,none,filler,18,2094216,2095964
70,7,a,EC_subj_obj,nonword,13,tafta,positive,control,9,2096995,2100077
70,7,a,EC_subj_obj,nonword,14,roosle,positive,critical,8,2101108,2106949
70,7,a,EC_subj_obj,nonword,15,babit,positive,critical,14,2107980,2110245
