subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
102,15,b,EC_subj_obj,nonword,0,seloom,positive,critical,yes,no,no,no,2042002,2047771
102,15,b,EC_subj_obj,nonword,1,tafta,none,filler,no,no,no,yes,2048804,2051257
102,15,b,EC_subj_obj,nonword,2,naptor,none,filler,no,no,yes,no,2052290,2054287
102,15,b,EC_subj_obj,nonword,3,altine,positive,critical,no,yes,no,no,2055320,2056833
102,15,b,EC_subj_obj,nonword,4,makan,none,filler,no,no,yes,no,2057866,2061372
102,15,b,EC_subj_obj,nonword,5,coskie,positive,control,yes,no,no,no,2062405,2063679
102,15,b,EC_subj_obj,nonword,6,trelle,negative,critical,no,no,yes,no,2064712,2069071
102,15,b,EC_subj_obj,nonword,7,lobee,negative,control,no,no,yes,no,2070103,2072410
102,15,b,EC_subj_obj,nonword,8,tavoo,none,filler,yes,no,no,no,2073444,2075706
102,15,b,EC_subj_obj,nonword,9,hesire,positive,critical,no,no,yes,no,2076747,2078300
102,15,b,EC_subj_obj,nonword,10,avouco,positive,critical,no,no,yes,no,2079332,2080052
102,15,b,EC_subj_obj,nonword,11,babit,negative,critical,no,no,yes,no,2081084,2081702
102,15,b,EC_subj_obj,nonword,12,zillie,none,filler,no,no,no,yes,2082734,2085364
102,15,b,EC_subj_obj,nonword,13,pubio,none,filler,no,yes,no,no,2086396,2088707
102,15,b,EC_subj_obj,nonword,14,roosle,negative,critical,no,no,yes,no,2089739,2091014
102,15,b,EC_subj_obj,nonword,15,parlic,negative,critical,no,no,yes,no,2092046,2096673
