subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
60,4,a,EC_subj_obj,nonword,0,seloom,none,filler,12,2269608,2272481
60,4,a,EC_subj_obj,nonword,1,pubio,none,filler,8,2273513,2278953
60,4,a,EC_subj_obj,nonword,2,zillie,none,filler,13,2279984,2284067
60,4,a,EC_subj_obj,nonword,3,babit,positive,critical,8,2285099,2288481
60,4,a,EC_subj_obj,nonword,4,trelle,none,filler,14,2289512,2294051
60,4,a,EC_subj_obj,nonword,5,altine,positive,critical,6,2295083,2299279
60,4,a,EC_subj_obj,nonword,6,tavoo,none,filler,5,2300312,2302861
60,4,a,EC_subj_obj,nonword,7,tafta,negative,critical,4,2303893,2305447
60,4,a,EC_subj_obj,nonword,8,hesire,none,filler,11,2306479,2308997
60,4,a,EC_subj_obj,nonword,9,coskie,negative,critical,12,2310028,2317347
60,4,a,EC_subj_obj,nonword,10,makan,positive,critical,3,2318379,2320336
60,4,a,EC_subj_obj,nonword,11,lobee,positive,critical,15,2321367,2322650
60,4,a,EC_subj_obj,nonword,12,avouco,negative,critical,14,2323681,2326438
60,4,a,EC_subj_obj,nonword,13,naptor,negative,control,3,2327469,2331535
60,4,a,EC_subj_obj,nonword,14,parlic,positive,control,9,2332567,2334800
60,4,a,EC_subj_obj,nonword,15,roosle,negative,critical,6,2335832,2340440
