subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
24,13,a,EC_only,nonword,0,parlic,none,filler,no,yes,no,no,1626279,1630593
24,13,a,EC_only,nonword,1,tavoo,negative,control,no,no,no,yes,1631655,1636355
24,13,a,EC_only,nonword,2,avouco,none,filler,no,yes,no,no,1637417,1641783
24,13,a,EC_only,nonword,3,tafta,negative,critical,no,no,yes,no,1642850,1644751
24,13,a,EC_only,nonword,4,pubio,positive,critical,no,yes,no,no,1645812,1648705
24,13,a,EC_only,nonword,5,roosle,negative,critical,no,no,yes,no,1649767,1651841
24,13,a,EC_only,nonword,6,trelle,none,filler,no,no,no,yes,1652902,1654871
24,13,a,EC_only,nonword,7,hesire,negative,critical,no,no,yes,no,1655932,1657553
24,13,a,EC_only,nonword,8,zillie,none,filler,no,no,yes,no,1658613,1659898
24,13,a,EC_only,nonword,9,naptor,none,filler,no,no,no,yes,1660959,1664787
24,13,a,EC_only,nonword,10,coskie,positive,critical,no,no,yes,no,1665848,1667472
24,13,a,EC_only,nonword,11,lobee,none,filler,no,no,no,yes,1668559,1670074
24,13,a,EC_only,nonword,12,altine,positive,critical,no,no,yes,no,1671135,1673030
24,13,a,EC_only,nonword,13,babit,positive,critical,no,no,yes,no,1674090,1675117
24,13,a,EC_only,nonword,14,makan,negative,critical,no,no,yes,no,1676177,1677639
24,13,a,EC_only,nonword,15,seloom,positive,control,no,yes,no,no,1678699,1681562
