subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
47,18,a,EC_only,pokemon,0,10_mittel.png,none,filler,no,no,no,yes,1571261,1578494
47,18,a,EC_only,pokemon,1,23_mittel.png,positive,critical,no,no,yes,no,1579528,1582255
47,18,a,EC_only,pokemon,2,39_mittel.png,none,filler,no,yes,no,no,1583288,1586357
47,18,a,EC_only,pokemon,3,16_mittel.png,negative,critical,no,no,yes,no,1587390,1590865
47,18,a,EC_only,pokemon,4,2_mittel.png,none,filler,no,no,yes,no,1591898,1595316
47,18,a,EC_only,pokemon,5,37_mittel.png,negative,control,yes,no,no,no,1596349,1601826
47,18,a,EC_only,pokemon,6,24_mittel.png,positive,critical,no,no,no,yes,1602860,1605453
47,18,a,EC_only,pokemon,7,11_mittel.png,negative,critical,no,no,yes,no,1606486,1607673
47,18,a,EC_only,pokemon,8,40_mittel.png,positive,critical,no,yes,no,no,1608705,1612243
47,18,a,EC_only,pokemon,9,5_mittel.png,none,filler,no,no,yes,no,1613284,1616645
47,18,a,EC_only,pokemon,10,4_mittel.png,positive,control,no,yes,no,no,1617677,1620176
47,18,a,EC_only,pokemon,11,9_mittel.png,none,filler,no,yes,no,no,1621210,1623207
47,18,a,EC_only,pokemon,12,15_mittel.png,positive,critical,no,no,yes,no,1624240,1626683
47,18,a,EC_only,pokemon,13,22_mittel.png,negative,critical,no,no,no,yes,1627716,1630053
47,18,a,EC_only,pokemon,14,18_mittel.png,negative,critical,no,yes,no,no,1631086,1633183
47,18,a,EC_only,pokemon,15,25_mittel.png,none,filler,yes,no,no,no,1634215,1635301
