subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
9,13,a,EC_only,nonword,0,makan,negative,critical,no,no,yes,no,1414078,1423690
9,13,a,EC_only,nonword,1,tavoo,negative,control,no,no,yes,no,1424723,1427259
9,13,a,EC_only,nonword,2,seloom,positive,control,no,no,yes,no,1428292,1431965
9,13,a,EC_only,nonword,3,roosle,negative,critical,no,no,yes,no,1432999,1434804
9,13,a,EC_only,nonword,4,pubio,positive,critical,yes,no,no,no,1435837,1439551
9,13,a,EC_only,nonword,5,avouco,none,filler,yes,no,no,no,1440584,1445945
9,13,a,EC_only,nonword,6,altine,positive,critical,no,no,yes,no,1446978,1448631
9,13,a,EC_only,nonword,7,naptor,none,filler,no,no,no,yes,1449663,1453190
9,13,a,EC_only,nonword,8,tafta,negative,critical,no,no,yes,no,1454224,1455040
9,13,a,EC_only,nonword,9,zillie,none,filler,no,no,yes,no,1456082,1456814
9,13,a,EC_only,nonword,10,coskie,positive,critical,no,yes,no,no,1457847,1460287
9,13,a,EC_only,nonword,11,trelle,none,filler,no,no,yes,no,1461320,1462127
9,13,a,EC_only,nonword,12,hesire,negative,critical,no,no,yes,no,1463159,1464284
9,13,a,EC_only,nonword,13,parlic,none,filler,no,no,yes,no,1465317,1466706
9,13,a,EC_only,nonword,14,lobee,none,filler,no,no,yes,no,1467738,1473249
9,13,a,EC_only,nonword,15,babit,positive,critical,no,no,yes,no,1474282,1475167
