subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
37,3,b,EC_subj_obj,nonword,0,roosle,positive,critical,yes,no,no,no,2450946,2463347
37,3,b,EC_subj_obj,nonword,1,coskie,positive,critical,no,yes,no,no,2464380,2469455
37,3,b,EC_subj_obj,nonword,2,zillie,negative,critical,no,no,no,yes,2470488,2472573
37,3,b,EC_subj_obj,nonword,3,seloom,positive,critical,yes,no,no,no,2473606,2476861
37,3,b,EC_subj_obj,nonword,4,altine,none,filler,no,no,yes,no,2477894,2483853
37,3,b,EC_subj_obj,nonword,5,avouco,none,filler,yes,no,no,no,2484886,2487234
37,3,b,EC_subj_obj,nonword,6,babit,positive,critical,no,no,yes,no,2488267,2490053
37,3,b,EC_subj_obj,nonword,7,makan,positive,control,no,no,no,yes,2491086,2493936
37,3,b,EC_subj_obj,nonword,8,trelle,none,filler,no,yes,no,no,2494969,2497256
37,3,b,EC_subj_obj,nonword,9,lobee,negative,critical,no,no,no,yes,2498299,2515512
37,3,b,EC_subj_obj,nonword,10,hesire,negative,critical,yes,no,no,no,2516545,2519067
37,3,b,EC_subj_obj,nonword,11,parlic,negative,control,no,yes,no,no,2520099,2521764
37,3,b,EC_subj_obj,nonword,12,tavoo,none,filler,no,yes,no,no,2522796,2524795
37,3,b,EC_subj_obj,nonword,13,naptor,none,filler,yes,no,no,no,2525827,2527043
37,3,b,EC_subj_obj,nonword,14,tafta,negative,critical,no,no,no,yes,2528075,2530555
37,3,b,EC_subj_obj,nonword,15,pubio,none,filler,no,no,yes,no,2531587,2532795
