subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
52,17,a,EC_subj_obj,pokemon,0,40_mittel.png,positive,critical,no,no,yes,no,2772527,2784867
52,17,a,EC_subj_obj,pokemon,1,4_mittel.png,positive,critical,no,no,yes,no,2785900,2788572
52,17,a,EC_subj_obj,pokemon,2,22_mittel.png,positive,critical,no,no,no,yes,2789605,2795403
52,17,a,EC_subj_obj,pokemon,3,11_mittel.png,negative,critical,no,no,yes,no,2796436,2799725
52,17,a,EC_subj_obj,pokemon,4,10_mittel.png,negative,critical,no,no,yes,no,2800758,2804883
52,17,a,EC_subj_obj,pokemon,5,37_mittel.png,negative,critical,no,no,yes,no,2805916,2809406
52,17,a,EC_subj_obj,pokemon,6,18_mittel.png,none,filler,no,no,yes,no,2810439,2812325
52,17,a,EC_subj_obj,pokemon,7,16_mittel.png,none,filler,no,yes,no,no,2813357,2819141
52,17,a,EC_subj_obj,pokemon,8,15_mittel.png,none,filler,no,yes,no,no,2820174,2822670
52,17,a,EC_subj_obj,pokemon,9,9_mittel.png,positive,control,no,no,no,yes,2823711,2828443
52,17,a,EC_subj_obj,pokemon,10,24_mittel.png,none,filler,no,no,yes,no,2829475,2831736
52,17,a,EC_subj_obj,pokemon,11,23_mittel.png,negative,critical,no,no,yes,no,2832769,2836988
52,17,a,EC_subj_obj,pokemon,12,25_mittel.png,none,filler,no,no,yes,no,2838021,2840877
52,17,a,EC_subj_obj,pokemon,13,2_mittel.png,positive,critical,no,no,yes,no,2841910,2843611
52,17,a,EC_subj_obj,pokemon,14,5_mittel.png,none,filler,no,no,yes,no,2844644,2849530
52,17,a,EC_subj_obj,pokemon,15,39_mittel.png,negative,control,no,yes,no,no,2850562,2862661
