subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
37,3,b,EC_subj_obj,nonword,0,altine,none,filler,19,2371843,2378460
37,3,b,EC_subj_obj,nonword,1,avouco,none,filler,17,2379492,2383151
37,3,b,EC_subj_obj,nonword,2,tafta,negative,critical,19,2384183,2385871
37,3,b,EC_subj_obj,nonword,3,naptor,none,filler,19,2386903,2387811
37,3,b,EC_subj_obj,nonword,4,parlic,negative,control,19,2388843,2391647
37,3,b,EC_subj_obj,nonword,5,lobee,negative,critical,10,2392679,2399058
37,3,b,EC_subj_obj,nonword,6,coskie,positive,critical,19,2400090,2402462
37,3,b,EC_subj_obj,nonword,7,makan,positive,control,18,2403494,2405411
37,3,b,EC_subj_obj,nonword,8,seloom,positive,critical,19,2406442,2408476
37,3,b,EC_subj_obj,nonword,9,tavoo,none,filler,19,2409507,2411100
37,3,b,EC_subj_obj,nonword,10,hesire,negative,critical,18,2412132,2413883
37,3,b,EC_subj_obj,nonword,11,pubio,none,filler,8,2414914,2418036
37,3,b,EC_subj_obj,nonword,12,zillie,negative,critical,19,2419068,2420792
37,3,b,EC_subj_obj,nonword,13,trelle,none,filler,19,2421824,2422932
37,3,b,EC_subj_obj,nonword,14,roosle,positive,critical,19,2423964,2424926
37,3,b,EC_subj_obj,nonword,15,babit,positive,critical,5,2425957,2428278
