subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
3,13,b,EC_subj_obj,nonword,0,seloom,positive,control,no,no,yes,no,2039464,2045256
3,13,b,EC_subj_obj,nonword,1,naptor,none,filler,no,yes,no,no,2046289,2049443
3,13,b,EC_subj_obj,nonword,2,coskie,positive,critical,no,yes,no,no,2050476,2054628
3,13,b,EC_subj_obj,nonword,3,pubio,positive,critical,no,no,no,yes,2055661,2061298
3,13,b,EC_subj_obj,nonword,4,parlic,none,filler,no,yes,no,no,2062331,2066988
3,13,b,EC_subj_obj,nonword,5,makan,negative,critical,yes,no,no,no,2068022,2069258
3,13,b,EC_subj_obj,nonword,6,avouco,none,filler,yes,no,no,no,2070291,2071278
3,13,b,EC_subj_obj,nonword,7,lobee,none,filler,yes,no,no,no,2072311,2073652
3,13,b,EC_subj_obj,nonword,8,roosle,negative,critical,no,yes,no,no,2074684,2078869
3,13,b,EC_subj_obj,nonword,9,trelle,none,filler,no,no,no,yes,2079910,2081746
3,13,b,EC_subj_obj,nonword,10,tafta,negative,critical,no,no,no,yes,2082779,2084410
3,13,b,EC_subj_obj,nonword,11,hesire,negative,critical,no,yes,no,no,2085443,2088670
3,13,b,EC_subj_obj,nonword,12,tavoo,negative,control,no,yes,no,no,2089703,2090596
3,13,b,EC_subj_obj,nonword,13,zillie,none,filler,no,yes,no,no,2091629,2093264
3,13,b,EC_subj_obj,nonword,14,babit,positive,critical,no,no,no,yes,2094298,2096214
3,13,b,EC_subj_obj,nonword,15,altine,positive,critical,no,yes,no,no,2097246,2098857
