subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
16,5,b,EC_subj_obj,nonword,0,coskie,none,filler,12,1909217,1914689
16,5,b,EC_subj_obj,nonword,1,avouco,positive,critical,10,1915721,1925605
16,5,b,EC_subj_obj,nonword,2,hesire,positive,critical,14,1926637,1932430
16,5,b,EC_subj_obj,nonword,3,altine,negative,critical,8,1933462,1937683
16,5,b,EC_subj_obj,nonword,4,babit,none,filler,9,1938715,1942652
16,5,b,EC_subj_obj,nonword,5,pubio,positive,critical,11,1943685,1946265
16,5,b,EC_subj_obj,nonword,6,roosle,none,filler,7,1947297,1950562
16,5,b,EC_subj_obj,nonword,7,zillie,none,filler,9,1951594,1956174
16,5,b,EC_subj_obj,nonword,8,parlic,positive,control,9,1957207,1959931
16,5,b,EC_subj_obj,nonword,9,tavoo,none,filler,11,1960963,1964566
16,5,b,EC_subj_obj,nonword,10,lobee,negative,critical,12,1965598,1968287
16,5,b,EC_subj_obj,nonword,11,naptor,positive,critical,14,1969319,1971840
16,5,b,EC_subj_obj,nonword,12,trelle,negative,critical,13,1972873,1974623
16,5,b,EC_subj_obj,nonword,13,tafta,negative,control,15,1975654,1980643
16,5,b,EC_subj_obj,nonword,14,makan,negative,critical,16,1981674,1984052
16,5,b,EC_subj_obj,nonword,15,seloom,none,filler,14,1985084,1988498
