subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
14,5,a,EC_only,nonword,0,coskie,none,filler,no,no,yes,no,1458304,1465289
14,5,a,EC_only,nonword,1,pubio,positive,critical,no,yes,no,no,1466322,1475446
14,5,a,EC_only,nonword,2,parlic,positive,control,no,yes,no,no,1476481,1481321
14,5,a,EC_only,nonword,3,lobee,negative,critical,no,no,yes,no,1482354,1483709
14,5,a,EC_only,nonword,4,makan,negative,critical,no,no,yes,no,1484742,1485646
14,5,a,EC_only,nonword,5,hesire,positive,critical,no,no,yes,no,1486679,1487925
14,5,a,EC_only,nonword,6,tavoo,none,filler,no,no,yes,no,1488958,1492982
14,5,a,EC_only,nonword,7,zillie,none,filler,no,no,yes,no,1494014,1495000
14,5,a,EC_only,nonword,8,naptor,positive,critical,no,no,yes,no,1496033,1497112
14,5,a,EC_only,nonword,9,babit,none,filler,no,no,yes,no,1498153,1500791
14,5,a,EC_only,nonword,10,tafta,negative,control,no,no,no,yes,1501824,1509689
14,5,a,EC_only,nonword,11,seloom,none,filler,no,no,yes,no,1510721,1511624
14,5,a,EC_only,nonword,12,altine,negative,critical,no,no,yes,no,1512657,1513441
14,5,a,EC_only,nonword,13,roosle,none,filler,no,no,yes,no,1514474,1515135
14,5,a,EC_only,nonword,14,avouco,positive,critical,no,no,yes,no,1516168,1517218
14,5,a,EC_only,nonword,15,trelle,negative,critical,no,no,yes,no,1518251,1519466
