subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
3,13,b,EC_subj_obj,nonword,0,parlic,none,filler,12,1963876,1966798
3,13,b,EC_subj_obj,nonword,1,hesire,negative,critical,14,1967831,1972350
3,13,b,EC_subj_obj,nonword,2,naptor,none,filler,9,1973382,1976659
3,13,b,EC_subj_obj,nonword,3,babit,positive,critical,12,1977691,1980909
3,13,b,EC_subj_obj,nonword,4,makan,negative,critical,11,1981941,1983985
3,13,b,EC_subj_obj,nonword,5,seloom,positive,control,6,1985017,1987132
3,13,b,EC_subj_obj,nonword,6,zillie,none,filler,3,1988164,1989933
3,13,b,EC_subj_obj,nonword,7,roosle,negative,critical,6,1990964,1993178
3,13,b,EC_subj_obj,nonword,8,trelle,none,filler,15,1994209,1996353
3,13,b,EC_subj_obj,nonword,9,pubio,positive,critical,13,1997385,1999116
3,13,b,EC_subj_obj,nonword,10,tafta,negative,critical,11,2000148,2003287
3,13,b,EC_subj_obj,nonword,11,lobee,none,filler,16,2004319,2005963
3,13,b,EC_subj_obj,nonword,12,avouco,none,filler,11,2006995,2010308
3,13,b,EC_subj_obj,nonword,13,altine,positive,critical,17,2011339,2014762
3,13,b,EC_subj_obj,nonword,14,tavoo,negative,control,11,2015794,2017318
3,13,b,EC_subj_obj,nonword,15,coskie,positive,critical,8,2018349,2020429
