subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
89,28,a,EC_only,pokemon,0,9_mittel.png,none,filler,9,1378634,1384107
89,28,a,EC_only,pokemon,1,18_mittel.png,none,filler,9,1385139,1387396
89,28,a,EC_only,pokemon,2,11_mittel.png,positive,critical,18,1388428,1392106
89,28,a,EC_only,pokemon,3,10_mittel.png,none,filler,18,1393138,1393966
89,28,a,EC_only,pokemon,4,25_mittel.png,none,filler,18,1394998,1397168
89,28,a,EC_only,pokemon,5,15_mittel.png,negative,critical,3,1398200,1402139
89,28,a,EC_only,pokemon,6,39_mittel.png,none,filler,13,1403171,1406193
89,28,a,EC_only,pokemon,7,23_mittel.png,negative,critical,11,1407225,1409882
89,28,a,EC_only,pokemon,8,4_mittel.png,positive,critical,11,1410914,1412906
89,28,a,EC_only,pokemon,9,5_mittel.png,negative,critical,15,1413937,1416322
89,28,a,EC_only,pokemon,10,37_mittel.png,positive,critical,18,1417354,1419018
89,28,a,EC_only,pokemon,11,2_mittel.png,none,filler,19,1420050,1421874
89,28,a,EC_only,pokemon,12,22_mittel.png,negative,control,10,1422906,1425529
89,28,a,EC_only,pokemon,13,24_mittel.png,positive,control,12,1426560,1430126
89,28,a,EC_only,pokemon,14,40_mittel.png,positive,critical,1,1431157,1433797
89,28,a,EC_only,pokemon,15,16_mittel.png,negative,critical,1,1434828,1436239
