subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
31,21,b,EC_subj_obj,pokemon,0,25_mittel.png,positive,critical,no,no,yes,no,2998832,3009924
31,21,b,EC_subj_obj,pokemon,1,5_mittel.png,negative,control,no,no,no,yes,3010957,3020199
31,21,b,EC_subj_obj,pokemon,2,18_mittel.png,none,filler,no,no,yes,no,3021232,3030620
31,21,b,EC_subj_obj,pokemon,3,40_mittel.png,negative,critical,no,yes,no,no,3031653,3042674
31,21,b,EC_subj_obj,pokemon,4,15_mittel.png,negative,critical,no,no,yes,no,3043708,3047089
31,21,b,EC_subj_obj,pokemon,5,9_mittel.png,positive,critical,no,no,yes,no,3048122,3049035
31,21,b,EC_subj_obj,pokemon,6,11_mittel.png,none,filler,yes,no,no,no,3050067,3053156
31,21,b,EC_subj_obj,pokemon,7,4_mittel.png,negative,critical,no,no,yes,no,3054193,3059627
31,21,b,EC_subj_obj,pokemon,8,23_mittel.png,positive,control,yes,no,no,no,3060660,3063087
31,21,b,EC_subj_obj,pokemon,9,22_mittel.png,positive,critical,no,no,no,yes,3064119,3067740
31,21,b,EC_subj_obj,pokemon,10,24_mittel.png,none,filler,no,no,no,yes,3068773,3076446
31,21,b,EC_subj_obj,pokemon,11,2_mittel.png,none,filler,no,yes,no,no,3077479,3085484
31,21,b,EC_subj_obj,pokemon,12,37_mittel.png,negative,critical,no,no,yes,no,3086516,3088223
31,21,b,EC_subj_obj,pokemon,13,39_mittel.png,none,filler,no,no,no,yes,3089255,3094146
31,21,b,EC_subj_obj,pokemon,14,10_mittel.png,positive,critical,no,no,no,yes,3095178,3104949
31,21,b,EC_subj_obj,pokemon,15,16_mittel.png,none,filler,no,no,yes,no,3105981,3107511
