subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
13,26,a,EC_only,pokemon,0,2_mittel.png,none,filler,19,1331060,1336063
13,26,a,EC_only,pokemon,1,10_mittel.png,negative,control,14,1337095,1339400
13,26,a,EC_only,pokemon,2,18_mittel.png,none,filler,9,1340432,1342234
13,26,a,EC_only,pokemon,3,16_mittel.png,positive,critical,12,1343266,1346303
13,26,a,EC_only,pokemon,4,24_mittel.png,positive,control,19,1347335,1349403
13,26,a,EC_only,pokemon,5,5_mittel.png,negative,critical,7,1350435,1352925
13,26,a,EC_only,pokemon,6,37_mittel.png,negative,critical,8,1353958,1356582
13,26,a,EC_only,pokemon,7,40_mittel.png,none,filler,8,1357614,1359006
13,26,a,EC_only,pokemon,8,15_mittel.png,positive,critical,14,1360037,1362953
13,26,a,EC_only,pokemon,9,23_mittel.png,positive,critical,17,1363985,1365744
13,26,a,EC_only,pokemon,10,9_mittel.png,none,filler,17,1366775,1368151
13,26,a,EC_only,pokemon,11,22_mittel.png,none,filler,19,1369182,1371132
13,26,a,EC_only,pokemon,12,39_mittel.png,positive,critical,19,1372164,1373282
13,26,a,EC_only,pokemon,13,25_mittel.png,negative,critical,19,1374314,1375951
13,26,a,EC_only,pokemon,14,11_mittel.png,negative,critical,19,1376982,1378814
13,26,a,EC_only,pokemon,15,4_mittel.png,none,filler,14,1379845,1382089
