subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
17,EC_subj_obj,pokemon,0,4_mittel.png,negative,critical,9050.png,picture,6831.png,2750.png,9050.png,Wahnsinn,Kälte,Krieg,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2454518,2466147
17,EC_subj_obj,pokemon,1,40_mittel.png,negative,critical,Ärger,word,9430.png,9630.png,6555.png,Pech,Ärger,Hektik,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2467190,2470928
17,EC_subj_obj,pokemon,2,11_mittel.png,neutral,filler,Wand,word,neu7080.png,neu5510.png,neu7640.png,Sessel,Wand,Schrank,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2471969,2475067
17,EC_subj_obj,pokemon,3,39_mittel.png,neutral,filler,neu7004.png,picture,neu7090.png,neu7004.png,neu2372.png,Schrank,Tuch,Bein,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2476107,2480425
17,EC_subj_obj,pokemon,4,5_mittel.png,negative,control,9342.png,picture,9561.png,9630.png,9342.png,Folter,Not,Krieg,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2481465,2487837
17,EC_subj_obj,pokemon,5,10_mittel.png,positive,critical,Rose,word,7330.png,8420.png,2080.png,Geschenk,Mutter,Rose,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2488877,2492183
17,EC_subj_obj,pokemon,6,9_mittel.png,positive,critical,8330.png,picture,2150.png,7502.png,8330.png,Lob,Kunst,Brief,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2493223,2496497
17,EC_subj_obj,pokemon,7,22_mittel.png,positive,critical,Lachen,word,8190.png,2040.png,4622.png,Lachen,Geschenk,Wiese,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2497537,2500404
17,EC_subj_obj,pokemon,8,24_mittel.png,neutral,filler,neu1616.png,picture,neu2372.png,neu7640.png,neu1616.png,Dach,Hand,Kreis,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2501450,2504635
17,EC_subj_obj,pokemon,9,2_mittel.png,neutral,filler,Bein,word,neu5395.png,neu7004.png,neu5510.png,Wand,Knopf,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,yes,2505675,2510046
17,EC_subj_obj,pokemon,10,15_mittel.png,negative,critical,2053.png,picture,9182.png,9435.png,2053.png,Stress,Pech,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,2511086,2514748
17,EC_subj_obj,pokemon,11,16_mittel.png,neutral,filler,neu7080.png,picture,neu5395.png,neu7090.png,neu7080.png,Glas,Taste,Tuch,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2515789,2519264
17,EC_subj_obj,pokemon,12,18_mittel.png,neutral,filler,neu7820.png,picture,neu7820.png,neu5395.png,neu5510.png,Taste,Schrank,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,2520304,2528961
17,EC_subj_obj,pokemon,13,23_mittel.png,positive,control,Wärme,word,7350.png,8420.png,7330.png,Wärme,Kinder,Mutter,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2530001,2534045
17,EC_subj_obj,pokemon,14,25_mittel.png,positive,critical,2311.png,picture,2311.png,4220.png,7230.png,Licht,Sommer,Kuss,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2535085,2538090
17,EC_subj_obj,pokemon,15,37_mittel.png,negative,critical,Absturz,word,2900.png,9500.png,9920.png,Schmerz,Waffe,Absturz,picture,picture,picture,word,word,word,no,no,no,no,no,no,2539139,2541767
