subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
42,EC_subj_obj,pokemon,0,16_mittel.png,positive,control,Rose,word,2150.png,5594.png,5994.png,Rose,Spaß,Geburt,picture,picture,picture,word,word,word,no,no,no,yes,no,no,2146368,2151597
42,EC_subj_obj,pokemon,1,2_mittel.png,neutral,filler,Dach,word,neu5395.png,neu2580.png,neu7640.png,Linie,Dach,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,2152638,2156159
42,EC_subj_obj,pokemon,2,39_mittel.png,negative,critical,Gewalt,word,3160.png,8485.png,9006.png,Finsternis,Unglück,Gewalt,picture,picture,picture,word,word,word,yes,no,no,no,no,no,2157199,2162323
42,EC_subj_obj,pokemon,3,25_mittel.png,positive,critical,Himmel,word,4622.png,7230.png,2050.png,Brief,Witz,Himmel,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2163363,2169570
42,EC_subj_obj,pokemon,4,10_mittel.png,neutral,filler,neu7233.png,picture,neu5731.png,neu7233.png,neu7187.png,Sessel,Dach,Knopf,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2170613,2175121
42,EC_subj_obj,pokemon,5,11_mittel.png,positive,critical,Kunst,word,5994.png,8370.png,2070.png,Ruhe,Kunst,Freund,picture,picture,picture,word,word,word,no,no,no,no,no,no,2176161,2177956
42,EC_subj_obj,pokemon,6,22_mittel.png,positive,critical,8330.png,picture,2340.png,8330.png,1650.png,Lachen,Mutter,Meer,picture,picture,picture,word,word,word,no,no,no,no,no,no,2178995,2180858
42,EC_subj_obj,pokemon,7,23_mittel.png,neutral,filler,Knopf,word,neu2635.png,neu2220.png,neu2620.png,Klinke,Sessel,Knopf,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2181898,2184880
42,EC_subj_obj,pokemon,8,37_mittel.png,negative,critical,Abgrund,word,2141.png,9006.png,9265.png,Abgrund,Sadist,Wahnsinn,picture,picture,picture,word,word,word,no,no,no,no,no,no,2185920,2187374
42,EC_subj_obj,pokemon,9,9_mittel.png,neutral,filler,neu5510.png,picture,neu7004.png,neu2620.png,neu5510.png,Dach,Taste,Wand,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2188414,2193232
42,EC_subj_obj,pokemon,10,5_mittel.png,neutral,filler,Linie,word,neu7640.png,neu7004.png,neu2220.png,Glas,Klinke,Linie,picture,picture,picture,word,word,word,no,no,no,no,no,no,2194276,2197345
42,EC_subj_obj,pokemon,11,4_mittel.png,negative,control,9400.png,picture,9400.png,2710.png,9560.png,Folter,Finsternis,Sucht,picture,picture,picture,word,word,word,no,yes,no,no,no,no,2198384,2208519
42,EC_subj_obj,pokemon,12,15_mittel.png,positive,critical,7470.png,picture,7470.png,2080.png,7350.png,Scherz,Geschenk,Freund,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2209559,2216262
42,EC_subj_obj,pokemon,13,18_mittel.png,negative,critical,9220.png,picture,6831.png,9331.png,9220.png,Ärger,Kälte,Abgas,picture,picture,picture,word,word,word,no,no,no,no,no,no,2217302,2220450
42,EC_subj_obj,pokemon,14,40_mittel.png,negative,critical,2053.png,picture,9007.png,9430.png,2053.png,Krieg,Unfall,Frust,picture,picture,picture,word,word,word,no,no,no,no,no,no,2221489,2224410
42,EC_subj_obj,pokemon,15,24_mittel.png,neutral,filler,neu7187.png,picture,neu7640.png,neu7187.png,neu5731.png,Schrank,Wand,Linie,picture,picture,picture,word,word,word,no,no,yes,no,no,no,2225450,2228094
