subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
6,4,a,EC_only,nonword,0,seloom,none,filler,no,no,no,yes,1556757,1569743
6,4,a,EC_only,nonword,1,makan,positive,critical,no,yes,no,no,1570776,1573578
6,4,a,EC_only,nonword,2,roosle,negative,critical,no,no,yes,no,1574611,1577660
6,4,a,EC_only,nonword,3,altine,positive,critical,no,no,yes,no,1578694,1582886
6,4,a,EC_only,nonword,4,parlic,positive,control,yes,no,no,no,1583919,1585489
6,4,a,EC_only,nonword,5,avouco,negative,critical,no,no,yes,no,1586523,1588434
6,4,a,EC_only,nonword,6,lobee,positive,critical,no,no,yes,no,1589467,1592811
6,4,a,EC_only,nonword,7,coskie,negative,critical,no,no,no,yes,1593844,1595189
6,4,a,EC_only,nonword,8,trelle,none,filler,yes,no,no,no,1596230,1600608
6,4,a,EC_only,nonword,9,babit,positive,critical,no,no,no,yes,1601641,1603704
6,4,a,EC_only,nonword,10,tavoo,none,filler,no,no,yes,no,1604738,1606009
6,4,a,EC_only,nonword,11,naptor,negative,control,no,yes,no,no,1607042,1608388
6,4,a,EC_only,nonword,12,hesire,none,filler,no,yes,no,no,1609421,1611210
6,4,a,EC_only,nonword,13,tafta,negative,critical,no,no,yes,no,1612243,1613856
6,4,a,EC_only,nonword,14,zillie,none,filler,yes,no,no,no,1614889,1617849
6,4,a,EC_only,nonword,15,pubio,none,filler,yes,no,no,no,1618882,1622776
