subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
24,13,a,EC_only,nonword,0,parlic,none,filler,3,1522145,1528338
24,13,a,EC_only,nonword,1,seloom,positive,control,2,1529397,1534737
24,13,a,EC_only,nonword,2,trelle,none,filler,14,1535796,1538642
24,13,a,EC_only,nonword,3,zillie,none,filler,18,1539701,1542734
24,13,a,EC_only,nonword,4,avouco,none,filler,2,1543793,1546312
24,13,a,EC_only,nonword,5,hesire,negative,critical,3,1547372,1549520
24,13,a,EC_only,nonword,6,lobee,none,filler,17,1550579,1554265
24,13,a,EC_only,nonword,7,naptor,none,filler,17,1555325,1557398
24,13,a,EC_only,nonword,8,altine,positive,critical,13,1558456,1562443
24,13,a,EC_only,nonword,9,babit,positive,critical,17,1563501,1565764
24,13,a,EC_only,nonword,10,coskie,positive,critical,17,1566822,1569137
24,13,a,EC_only,nonword,11,pubio,positive,critical,3,1570195,1571963
24,13,a,EC_only,nonword,12,tavoo,negative,control,2,1573022,1575154
24,13,a,EC_only,nonword,13,tafta,negative,critical,2,1576212,1577867
24,13,a,EC_only,nonword,14,roosle,negative,critical,18,1578925,1581216
24,13,a,EC_only,nonword,15,makan,negative,critical,10,1582274,1584410
