subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
64,4,b,EC_subj_obj,nonword,0,makan,positive,critical,yes,no,no,no,2374573,2380094
64,4,b,EC_subj_obj,nonword,1,hesire,none,filler,no,no,no,yes,2381128,2385934
64,4,b,EC_subj_obj,nonword,2,roosle,negative,critical,yes,no,no,no,2386968,2391587
64,4,b,EC_subj_obj,nonword,3,babit,positive,critical,no,no,yes,no,2392620,2396996
64,4,b,EC_subj_obj,nonword,4,lobee,positive,critical,no,no,yes,no,2398029,2399522
64,4,b,EC_subj_obj,nonword,5,seloom,none,filler,no,yes,no,no,2400555,2403003
64,4,b,EC_subj_obj,nonword,6,parlic,positive,control,no,no,no,yes,2404036,2406701
64,4,b,EC_subj_obj,nonword,7,tavoo,none,filler,no,no,yes,no,2407741,2411645
64,4,b,EC_subj_obj,nonword,8,avouco,negative,critical,no,no,yes,no,2412678,2413986
64,4,b,EC_subj_obj,nonword,9,coskie,negative,critical,yes,no,no,no,2415019,2416598
64,4,b,EC_subj_obj,nonword,10,tafta,negative,critical,no,no,yes,no,2417631,2422716
64,4,b,EC_subj_obj,nonword,11,pubio,none,filler,no,yes,no,no,2423749,2425712
64,4,b,EC_subj_obj,nonword,12,altine,positive,critical,yes,no,no,no,2426744,2428352
64,4,b,EC_subj_obj,nonword,13,zillie,none,filler,no,no,yes,no,2429385,2430956
64,4,b,EC_subj_obj,nonword,14,trelle,none,filler,yes,no,no,no,2431989,2433841
64,4,b,EC_subj_obj,nonword,15,naptor,negative,control,no,no,no,yes,2434873,2438770
