subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
57,29,a,EC_only,pokemon,0,2_mittel.png,negative,critical,9,1454213,1463388
57,29,a,EC_only,pokemon,1,40_mittel.png,positive,critical,4,1464420,1469052
57,29,a,EC_only,pokemon,2,4_mittel.png,positive,control,19,1470085,1472144
57,29,a,EC_only,pokemon,3,5_mittel.png,negative,critical,3,1473177,1475252
57,29,a,EC_only,pokemon,4,37_mittel.png,positive,critical,4,1476284,1477989
57,29,a,EC_only,pokemon,5,9_mittel.png,negative,critical,6,1479022,1481618
57,29,a,EC_only,pokemon,6,39_mittel.png,positive,critical,12,1482650,1485443
57,29,a,EC_only,pokemon,7,24_mittel.png,none,filler,15,1486474,1488841
57,29,a,EC_only,pokemon,8,22_mittel.png,negative,critical,8,1489873,1491925
57,29,a,EC_only,pokemon,9,23_mittel.png,none,filler,19,1492958,1494925
57,29,a,EC_only,pokemon,10,11_mittel.png,none,filler,16,1495957,1497873
57,29,a,EC_only,pokemon,11,25_mittel.png,none,filler,3,1498905,1501576
57,29,a,EC_only,pokemon,12,18_mittel.png,negative,control,3,1502609,1504603
57,29,a,EC_only,pokemon,13,16_mittel.png,positive,critical,5,1505635,1507398
57,29,a,EC_only,pokemon,14,15_mittel.png,none,filler,19,1508430,1510313
57,29,a,EC_only,pokemon,15,10_mittel.png,none,filler,19,1511344,1512894
