subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
101,21,a,EC_only,pokemon,0,2_mittel.png,none,filler,13,1784400,1790406
101,21,a,EC_only,pokemon,1,9_mittel.png,positive,critical,16,1791439,1796375
101,21,a,EC_only,pokemon,2,39_mittel.png,none,filler,4,1797407,1802763
101,21,a,EC_only,pokemon,3,24_mittel.png,none,filler,19,1803796,1806499
101,21,a,EC_only,pokemon,4,25_mittel.png,positive,critical,10,1807531,1810122
101,21,a,EC_only,pokemon,5,40_mittel.png,negative,critical,18,1811154,1813893
101,21,a,EC_only,pokemon,6,22_mittel.png,positive,critical,15,1814925,1818321
101,21,a,EC_only,pokemon,7,18_mittel.png,none,filler,15,1819354,1822578
101,21,a,EC_only,pokemon,8,23_mittel.png,positive,control,16,1823610,1825313
101,21,a,EC_only,pokemon,9,4_mittel.png,negative,critical,16,1826345,1828266
101,21,a,EC_only,pokemon,10,37_mittel.png,negative,critical,0,1829298,1833329
101,21,a,EC_only,pokemon,11,5_mittel.png,negative,control,16,1834360,1837243
101,21,a,EC_only,pokemon,12,10_mittel.png,positive,critical,16,1838275,1840665
101,21,a,EC_only,pokemon,13,15_mittel.png,negative,critical,19,1841696,1843520
101,21,a,EC_only,pokemon,14,11_mittel.png,none,filler,19,1844552,1846103
101,21,a,EC_only,pokemon,15,16_mittel.png,none,filler,3,1847136,1849982
