subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
2,19,b,EC_subj_obj,pokemon,0,24_mittel.png,positive,critical,8,1849324,1855911
2,19,b,EC_subj_obj,pokemon,1,4_mittel.png,negative,critical,14,1856943,1859885
2,19,b,EC_subj_obj,pokemon,2,22_mittel.png,negative,control,19,1860917,1862706
2,19,b,EC_subj_obj,pokemon,3,23_mittel.png,positive,critical,12,1863738,1866467
2,19,b,EC_subj_obj,pokemon,4,25_mittel.png,none,filler,12,1867500,1870692
2,19,b,EC_subj_obj,pokemon,5,2_mittel.png,none,filler,15,1871724,1874801
2,19,b,EC_subj_obj,pokemon,6,9_mittel.png,positive,critical,6,1875833,1879662
2,19,b,EC_subj_obj,pokemon,7,40_mittel.png,negative,critical,3,1880694,1882505
2,19,b,EC_subj_obj,pokemon,8,15_mittel.png,none,filler,2,1883537,1885998
2,19,b,EC_subj_obj,pokemon,9,18_mittel.png,none,filler,1,1887031,1890734
2,19,b,EC_subj_obj,pokemon,10,11_mittel.png,negative,critical,8,1891766,1894856
2,19,b,EC_subj_obj,pokemon,11,5_mittel.png,negative,critical,10,1895888,1899080
2,19,b,EC_subj_obj,pokemon,12,10_mittel.png,none,filler,19,1900112,1902035
2,19,b,EC_subj_obj,pokemon,13,37_mittel.png,none,filler,17,1903067,1904716
2,19,b,EC_subj_obj,pokemon,14,39_mittel.png,positive,critical,12,1905748,1907816
2,19,b,EC_subj_obj,pokemon,15,16_mittel.png,positive,control,13,1908848,1911850
