subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
49,23,a,EC_only,pokemon,0,18_mittel.png,positive,control,no,no,yes,no,1460834,1466945
49,23,a,EC_only,pokemon,1,23_mittel.png,positive,critical,no,no,yes,no,1467978,1470358
49,23,a,EC_only,pokemon,2,37_mittel.png,none,filler,no,no,yes,no,1471392,1472296
49,23,a,EC_only,pokemon,3,15_mittel.png,positive,critical,no,no,yes,no,1473329,1476622
49,23,a,EC_only,pokemon,4,5_mittel.png,negative,critical,no,no,yes,no,1477655,1479782
49,23,a,EC_only,pokemon,5,24_mittel.png,none,filler,yes,no,no,no,1480815,1486041
49,23,a,EC_only,pokemon,6,16_mittel.png,none,filler,no,no,yes,no,1487083,1488867
49,23,a,EC_only,pokemon,7,10_mittel.png,none,filler,no,no,yes,no,1489899,1490892
49,23,a,EC_only,pokemon,8,39_mittel.png,none,filler,no,no,no,yes,1491925,1496655
49,23,a,EC_only,pokemon,9,9_mittel.png,negative,control,yes,no,no,no,1497689,1500535
49,23,a,EC_only,pokemon,10,4_mittel.png,none,filler,no,no,yes,no,1501569,1502711
49,23,a,EC_only,pokemon,11,2_mittel.png,negative,critical,no,no,yes,no,1503744,1504683
49,23,a,EC_only,pokemon,12,22_mittel.png,negative,critical,no,no,yes,no,1505715,1506479
49,23,a,EC_only,pokemon,13,11_mittel.png,positive,critical,no,no,yes,no,1507512,1508429
49,23,a,EC_only,pokemon,14,25_mittel.png,negative,critical,no,no,yes,no,1509463,1510776
49,23,a,EC_only,pokemon,15,40_mittel.png,positive,critical,no,no,no,yes,1511818,1515634
