subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
35,2,a,EC_only,nonword,0,trelle,negative,critical,19,1512323,1520921
35,2,a,EC_only,nonword,1,parlic,none,filler,19,1521952,1524330
35,2,a,EC_only,nonword,2,tafta,positive,control,19,1525362,1527258
35,2,a,EC_only,nonword,3,avouco,positive,critical,13,1528289,1530947
35,2,a,EC_only,nonword,4,pubio,negative,critical,19,1531979,1533900
35,2,a,EC_only,nonword,5,roosle,none,filler,14,1534931,1537240
35,2,a,EC_only,nonword,6,lobee,negative,critical,14,1538271,1539595
35,2,a,EC_only,nonword,7,hesire,none,filler,17,1540627,1545290
35,2,a,EC_only,nonword,8,seloom,positive,critical,14,1546321,1548393
35,2,a,EC_only,nonword,9,naptor,positive,critical,19,1549424,1551013
35,2,a,EC_only,nonword,10,altine,none,filler,19,1552044,1553269
35,2,a,EC_only,nonword,11,zillie,none,filler,11,1554300,1557037
35,2,a,EC_only,nonword,12,coskie,positive,critical,11,1558069,1559693
35,2,a,EC_only,nonword,13,tavoo,negative,critical,11,1560725,1561736
35,2,a,EC_only,nonword,14,makan,negative,control,19,1562767,1564914
35,2,a,EC_only,nonword,15,babit,none,filler,19,1565945,1567952
