subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
83,14,a,EC_only,nonword,0,babit,negative,critical,15,1537380,1541261
83,14,a,EC_only,nonword,1,coskie,negative,critical,2,1542294,1549025
83,14,a,EC_only,nonword,2,hesire,positive,critical,8,1550057,1554291
83,14,a,EC_only,nonword,3,seloom,none,filler,13,1555324,1559206
83,14,a,EC_only,nonword,4,pubio,none,filler,7,1560238,1563706
83,14,a,EC_only,nonword,5,tavoo,negative,critical,11,1564739,1569025
83,14,a,EC_only,nonword,6,makan,negative,control,5,1570057,1574475
83,14,a,EC_only,nonword,7,lobee,positive,control,8,1575507,1578878
83,14,a,EC_only,nonword,8,roosle,positive,critical,0,1579909,1582718
83,14,a,EC_only,nonword,9,zillie,positive,critical,13,1583749,1586423
83,14,a,EC_only,nonword,10,tafta,none,filler,14,1587454,1589958
83,14,a,EC_only,nonword,11,parlic,none,filler,6,1590989,1594978
83,14,a,EC_only,nonword,12,trelle,positive,critical,11,1596009,1600231
83,14,a,EC_only,nonword,13,avouco,none,filler,10,1601262,1605268
83,14,a,EC_only,nonword,14,naptor,negative,critical,15,1606299,1608810
83,14,a,EC_only,nonword,15,altine,none,filler,11,1609841,1615181
