subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
79,1,a,EC_subj_obj,nonword,0,lobee,positive,control,5,2306935,2316231
79,1,a,EC_subj_obj,nonword,1,tavoo,negative,critical,0,2317263,2322376
79,1,a,EC_subj_obj,nonword,2,tafta,positive,critical,14,2323409,2326324
79,1,a,EC_subj_obj,nonword,3,avouco,negative,critical,12,2327356,2333047
79,1,a,EC_subj_obj,nonword,4,naptor,none,filler,16,2334079,2339781
79,1,a,EC_subj_obj,nonword,5,pubio,positive,critical,19,2340814,2346233
79,1,a,EC_subj_obj,nonword,6,zillie,negative,control,5,2347265,2349936
79,1,a,EC_subj_obj,nonword,7,parlic,negative,critical,3,2350968,2354025
79,1,a,EC_subj_obj,nonword,8,roosle,none,filler,17,2355058,2357791
79,1,a,EC_subj_obj,nonword,9,babit,positive,critical,18,2358822,2361944
79,1,a,EC_subj_obj,nonword,10,coskie,none,filler,9,2362977,2368429
79,1,a,EC_subj_obj,nonword,11,makan,negative,critical,15,2369460,2374539
79,1,a,EC_subj_obj,nonword,12,altine,none,filler,16,2375571,2380959
79,1,a,EC_subj_obj,nonword,13,seloom,positive,critical,5,2381990,2385265
79,1,a,EC_subj_obj,nonword,14,hesire,none,filler,19,2386298,2388437
79,1,a,EC_subj_obj,nonword,15,trelle,none,filler,10,2389468,2393749
