subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
14,5,a,EC_only,nonword,0,altine,negative,critical,9,1370929,1378130
14,5,a,EC_only,nonword,1,pubio,positive,critical,16,1379163,1381368
14,5,a,EC_only,nonword,2,avouco,positive,critical,18,1382400,1385016
14,5,a,EC_only,nonword,3,babit,none,filler,2,1386048,1387679
14,5,a,EC_only,nonword,4,makan,negative,critical,2,1388711,1393707
14,5,a,EC_only,nonword,5,seloom,none,filler,13,1394740,1400487
14,5,a,EC_only,nonword,6,naptor,positive,critical,1,1401519,1404493
14,5,a,EC_only,nonword,7,trelle,negative,critical,1,1405525,1406993
14,5,a,EC_only,nonword,8,tavoo,none,filler,3,1408024,1410112
14,5,a,EC_only,nonword,9,tafta,negative,control,1,1411143,1414503
14,5,a,EC_only,nonword,10,coskie,none,filler,1,1415535,1416972
14,5,a,EC_only,nonword,11,lobee,negative,critical,2,1418003,1419950
14,5,a,EC_only,nonword,12,parlic,positive,control,0,1420981,1422465
14,5,a,EC_only,nonword,13,hesire,positive,critical,1,1423497,1426589
14,5,a,EC_only,nonword,14,zillie,none,filler,19,1427620,1430176
14,5,a,EC_only,nonword,15,roosle,none,filler,19,1431208,1432479
