subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
65,7,b,EC_subj_obj,nonword,0,lobee,none,filler,no,yes,no,no,1763230,1765660
65,7,b,EC_subj_obj,nonword,1,seloom,none,filler,no,yes,no,no,1766694,1767015
65,7,b,EC_subj_obj,nonword,2,trelle,none,filler,no,yes,no,no,1768048,1768876
65,7,b,EC_subj_obj,nonword,3,roosle,positive,critical,no,yes,no,no,1769909,1770887
65,7,b,EC_subj_obj,nonword,4,altine,negative,critical,no,yes,no,no,1771919,1773767
65,7,b,EC_subj_obj,nonword,5,tafta,positive,control,no,yes,no,no,1774800,1778180
65,7,b,EC_subj_obj,nonword,6,coskie,none,filler,no,yes,no,no,1779213,1781416
65,7,b,EC_subj_obj,nonword,7,babit,positive,critical,no,yes,no,no,1782448,1784298
65,7,b,EC_subj_obj,nonword,8,makan,none,filler,no,yes,no,no,1785330,1786696
65,7,b,EC_subj_obj,nonword,9,pubio,positive,critical,no,yes,no,no,1787738,1789637
65,7,b,EC_subj_obj,nonword,10,hesire,negative,critical,no,yes,no,no,1790670,1793173
65,7,b,EC_subj_obj,nonword,11,zillie,negative,critical,no,yes,no,no,1794205,1796618
65,7,b,EC_subj_obj,nonword,12,parlic,none,filler,no,yes,no,no,1797650,1799740
65,7,b,EC_subj_obj,nonword,13,tavoo,negative,critical,no,no,no,yes,1800772,1801411
65,7,b,EC_subj_obj,nonword,14,avouco,positive,critical,no,no,no,yes,1802443,1803889
65,7,b,EC_subj_obj,nonword,15,naptor,negative,control,no,no,no,yes,1804921,1805783
