subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
114,30,a,EC_only,pokemon,0,2_mittel.png,negative,critical,yes,no,no,no,1511021,1517251
114,30,a,EC_only,pokemon,1,24_mittel.png,negative,control,no,yes,no,no,1518284,1520768
114,30,a,EC_only,pokemon,2,37_mittel.png,positive,critical,no,yes,no,no,1521801,1523414
114,30,a,EC_only,pokemon,3,25_mittel.png,none,filler,no,yes,no,no,1524448,1525644
114,30,a,EC_only,pokemon,4,18_mittel.png,none,filler,no,yes,no,no,1526677,1529004
114,30,a,EC_only,pokemon,5,10_mittel.png,positive,critical,no,no,no,yes,1530037,1531917
114,30,a,EC_only,pokemon,6,40_mittel.png,none,filler,no,no,no,yes,1532950,1536326
114,30,a,EC_only,pokemon,7,5_mittel.png,positive,control,no,yes,no,no,1537359,1538414
114,30,a,EC_only,pokemon,8,9_mittel.png,negative,critical,no,yes,no,no,1539446,1540375
114,30,a,EC_only,pokemon,9,39_mittel.png,none,filler,no,yes,no,no,1541417,1542167
114,30,a,EC_only,pokemon,10,23_mittel.png,none,filler,no,yes,no,no,1543200,1544152
114,30,a,EC_only,pokemon,11,11_mittel.png,positive,critical,yes,no,no,no,1545184,1546142
114,30,a,EC_only,pokemon,12,16_mittel.png,none,filler,yes,no,no,no,1547174,1548375
114,30,a,EC_only,pokemon,13,15_mittel.png,positive,critical,no,yes,no,no,1549408,1550828
114,30,a,EC_only,pokemon,14,4_mittel.png,negative,critical,no,no,no,yes,1551862,1554966
114,30,a,EC_only,pokemon,15,22_mittel.png,negative,critical,no,no,no,yes,1555999,1557970
