subject_nr,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,correct_opt,correct_type,im_opt_1, im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_im,time_blank
93,EC_only,nonword,0,tafta,positive,control,2040.png,picture,8420.png,5629.png,2040.png,Kinder,Sonne,Glück,picture,picture,picture,word,word,word,no,no,no,no,no,yes,1727070,1742483
93,EC_only,nonword,1,avouco,neutral,filler,Schrank,word,neu7640.png,neu2487.png,neu7820.png,Lampe,Sessel,Schrank,picture,picture,picture,word,word,word,no,no,no,yes,no,no,1743523,1763023
93,EC_only,nonword,2,roosle,negative,control,Finsternis,word,9830.png,9182.png,6570.1.png,Angst,Betrug,Finsternis,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1764063,1770379
93,EC_only,nonword,3,naptor,neutral,filler,Schrank,word,neu5510.png,neu2575.png,neu7640.png,Knopf,Linie,Schrank,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1771419,1774445
93,EC_only,nonword,4,lobee,negative,critical,Folter,word,2053.png,3160.png,9041.png,Folter,Pech,Betrug,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1775491,1778222
93,EC_only,nonword,5,altine,negative,critical,9330.png,picture,9330.png,7380.png,3160.png,Eiter,Gemeinheit,Pech,picture,picture,picture,word,word,word,no,no,no,no,no,no,1779262,1781621
93,EC_only,nonword,6,parlic,positive,critical,2550.png,picture,8420.png,2550.png,7350.png,Geschenk,Urlaub,Paradies,picture,picture,picture,word,word,word,no,yes,no,no,no,no,1782660,1786442
93,EC_only,nonword,7,pubio,negative,critical,Henker,word,9400.png,6530.png,2375.1.png,Mühe,Hass,Henker,picture,picture,picture,word,word,word,no,no,no,no,no,no,1787483,1792149
93,EC_only,nonword,8,babit,positive,critical,8501.png,picture,1650.png,8501.png,2071.png,Urlaub,Kunst,Geschenk,picture,picture,picture,word,word,word,no,no,no,no,no,no,1793189,1795996
93,EC_only,nonword,9,makan,positive,critical,Geburt,word,2058.png,2071.png,5629.png,Kinder,Glück,Geburt,picture,picture,picture,word,word,word,no,no,no,no,no,no,1797036,1799004
93,EC_only,nonword,10,tavoo,neutral,filler,Tuch,word,neu7640.png,neu7000.png,neu2487.png,Taste,Tuch,Klinke,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1800045,1804452
93,EC_only,nonword,11,zillie,negative,critical,9280.png,picture,9000.png,9280.png,9331.png,Frust,Stress,Mord,picture,picture,picture,word,word,word,no,no,no,no,no,no,1805492,1809826
93,EC_only,nonword,12,coskie,neutral,filler,neu7000.png,picture,neu7000.png,neu7820.png,neu7640.png,Linie,Lampe,Schrank,picture,picture,picture,word,word,word,no,no,yes,no,no,no,1810866,1817148
93,EC_only,nonword,13,trelle,positive,critical,Licht,word,2070.png,2057.png,8200.png,Strand,Licht,Himmel,picture,picture,picture,word,word,word,no,no,no,no,yes,no,1818188,1826740
93,EC_only,nonword,14,hesire,neutral,filler,Lampe,word,neu7187.png,neu2487.png,neu5510.png,Lampe,Klinke,Taste,picture,picture,picture,word,word,word,no,no,no,no,no,no,1827779,1832526
93,EC_only,nonword,15,seloom,neutral,filler,neu7820.png,picture,neu7550.png,neu5510.png,neu7820.png,Lampe,Bein,Knopf,picture,picture,picture,word,word,word,no,no,no,no,no,no,1833566,1835809
