subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,eval_rating, time_rating,time_blank
27,18,a,EC_subj_obj,pokemon,0,37_mittel.png,negative,control,16,2390464,2394529
27,18,a,EC_subj_obj,pokemon,1,9_mittel.png,none,filler,14,2395562,2397442
27,18,a,EC_subj_obj,pokemon,2,15_mittel.png,positive,critical,8,2398474,2399786
27,18,a,EC_subj_obj,pokemon,3,16_mittel.png,negative,critical,5,2400818,2401999
27,18,a,EC_subj_obj,pokemon,4,23_mittel.png,positive,critical,7,2403031,2403939
27,18,a,EC_subj_obj,pokemon,5,2_mittel.png,none,filler,10,2404971,2406115
27,18,a,EC_subj_obj,pokemon,6,25_mittel.png,none,filler,18,2407147,2408512
27,18,a,EC_subj_obj,pokemon,7,10_mittel.png,none,filler,11,2409544,2410841
27,18,a,EC_subj_obj,pokemon,8,4_mittel.png,positive,control,8,2411872,2413096
27,18,a,EC_subj_obj,pokemon,9,22_mittel.png,negative,critical,7,2414127,2415739
27,18,a,EC_subj_obj,pokemon,10,40_mittel.png,positive,critical,2,2416770,2418530
27,18,a,EC_subj_obj,pokemon,11,11_mittel.png,negative,critical,11,2419562,2420882
27,18,a,EC_subj_obj,pokemon,12,18_mittel.png,negative,critical,7,2421913,2423045
27,18,a,EC_subj_obj,pokemon,13,39_mittel.png,none,filler,13,2424077,2426563
27,18,a,EC_subj_obj,pokemon,14,24_mittel.png,positive,critical,5,2427595,2428869
27,18,a,EC_subj_obj,pokemon,15,5_mittel.png,none,filler,9,2429902,2431508
