subject_nr,yoked_set,yoked_half,learning_condition,cs_set,trial_nr,cs_filename,us_valence,type,vm_pos,vm_neg,vm_dk, vm_neither,time_vm,time_blank
77,9,a,EC_only,nonword,0,naptor,none,filler,no,no,yes,no,1530449,1538383
77,9,a,EC_only,nonword,1,trelle,positive,critical,no,no,yes,no,1539416,1542776
77,9,a,EC_only,nonword,2,seloom,none,filler,no,no,yes,no,1543809,1547198
77,9,a,EC_only,nonword,3,zillie,negative,critical,no,no,yes,no,1548231,1550224
77,9,a,EC_only,nonword,4,pubio,negative,critical,no,no,yes,no,1551258,1553825
77,9,a,EC_only,nonword,5,roosle,negative,control,no,no,no,yes,1554858,1567168
77,9,a,EC_only,nonword,6,babit,positive,critical,no,no,yes,no,1568201,1570569
77,9,a,EC_only,nonword,7,avouco,none,filler,no,no,no,yes,1571601,1575312
77,9,a,EC_only,nonword,8,coskie,none,filler,no,no,yes,no,1576344,1579237
77,9,a,EC_only,nonword,9,hesire,none,filler,no,no,yes,no,1580279,1582710
77,9,a,EC_only,nonword,10,lobee,negative,critical,no,no,yes,no,1583743,1586332
77,9,a,EC_only,nonword,11,altine,negative,critical,no,no,yes,no,1587365,1589607
77,9,a,EC_only,nonword,12,tafta,positive,control,no,no,no,yes,1590639,1596665
77,9,a,EC_only,nonword,13,tavoo,none,filler,no,no,yes,no,1597699,1601550
77,9,a,EC_only,nonword,14,makan,positive,critical,no,no,yes,no,1602583,1603778
77,9,a,EC_only,nonword,15,parlic,positive,critical,no,no,yes,no,1604810,1605749
